CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,UTILIZATION_RATIO,PAYMENT_TO_BALANCE,SPEND_VELOCITY,INSTALLMENT_FREQUENCY,CASH_ADVANCE_RATIO,PURCHASE_TYPE_RATIO,CLUSTER_ID,SEGMENT_NAME,PC1,PC2,BALANCE_OUTLIER,PURCHASE_OUTLIER,CASH_OUTLIER,CLASSIC_OUTLIER_FLAG,ANOMALY_SCORE,ANOMALY_FLAG,FRAUD_RISK_SCORE
C10156,7679.62904,1.0,4059.93,0.0,4059.93,555.469352,0.583333,0.0,0.5,0.166667,7.0,14.0,7000.0,3685.61062,12854.9397,0.0,12.0,1.0,0.4798579127836644,0.57999,0.9997537509880742,0.1203252382745763,0.0,3,Transactors,2.0888505955876493,1.947266998509412,True,True,False,1,0.010735226166318834,0,54.08
C10157,1523.911458,1.0,4075.37,3322.28,753.09,0.0,1.0,1.0,1.0,0.0,0.0,31.0,6500.0,2254.26002,329.29648,0.0,12.0,0.2344479166153846,1.4782891217543728,0.62698,0.1847452512897504,0.0,0.8150094324116801,3,Transactors,-0.4481787528555086,2.130190825739231,False,True,False,1,0.13918765036385228,0,21.52
C10158,49.206256,1.0,870.24,0.0,870.24,0.0,1.0,0.0,1.0,0.0,0.0,24.0,8000.0,835.839952,193.011166,1.0,12.0,0.006150782,16.64812353265298,0.10878,0.9988522106423028,0.0,0.0,1,Dormant/Low Engagement,-1.0812298702947167,0.5076745377050033,False,False,False,0,0.19125352086508907,0,8.32
C10159,13673.07961,1.0,9792.23,3959.81,5832.42,2444.445738,1.0,0.75,1.0,0.75,26.0,216.0,20000.0,11717.30794,6042.391629,0.0,12.0,0.6836539805,0.8568992044942467,0.4896115,0.5955563179870176,0.1997475493168684,0.4043415706564637,0,Cash Advance Users,6.291156862617362,5.597083347750542,True,True,False,1,-0.0990429601131626,1,81.91
C10160,106.455975,0.636364,2463.12,789.53,1673.59,0.0,1.0,0.5,1.0,0.0,0.0,46.0,4000.0,2573.722764,95.342224,0.636364,12.0,0.02661399375,23.951416047362656,0.61578,0.6791836436537182,0.0,0.3204105319546126,3,Transactors,-1.324789666602193,1.678728600645896,False,False,False,0,0.14797698599126097,0,19.29
C10161,119.760904,0.363636,1859.34,0.0,1859.34,0.0,0.333333,0.0,0.25,0.0,0.0,4.0,20000.0,3104.275623,288.903628,0.25,12.0,0.0059880452,25.70596542569771,0.092967,0.999462463850694,0.0,0.0,1,Dormant/Low Engagement,0.3578648550850826,1.978265850486357,False,False,False,0,0.092895496386309,0,33.25
C10162,5837.105453,1.0,3488.49,3262.25,226.24,3303.1523,1.0,1.0,0.5,0.75,15.0,46.0,7900.0,0.0,312.343947,0.0,12.0,0.7388741079746836,0.0,0.4415810126582278,0.0648346893098991,0.4862838574614772,0.9348787358611144,0,Cash Advance Users,2.1617638399909382,0.7126116754108711,True,True,True,1,0.040865426314312225,0,46.44
C10163,1734.510004,1.0,0.0,0.0,0.0,66.275851,0.0,0.0,0.0,0.166667,2.0,0.0,1800.0,363.474455,2827.997525,0.0,12.0,0.9636166688888887,0.2094337999563614,0.0,0.0,0.9851358253350077,0.0,2,Revolvers,0.5936711658875248,-1.9141272690389024,False,False,False,0,0.18633176026457154,0,9.56
C10164,2765.748281,1.0,7283.31,5087.31,2196.0,0.0,1.0,1.0,0.666667,0.0,0.0,77.0,11000.0,14373.3929,1058.128452,0.25,12.0,0.2514316619090909,5.195049003447813,0.6621190909090909,0.3014698715458293,0.0,0.6983928470919003,3,Transactors,1.8408302942361368,5.144661846035749,False,True,False,1,0.008887900108733526,0,54.55
C10165,1046.37041,1.0,295.0,295.0,0.0,93.579809,0.083333,0.083333,0.0,0.083333,1.0,2.0,1200.0,439.407082,362.838185,0.0,12.0,0.8719753416666667,0.4195336032072932,0.2458333333333333,0.0,0.2402070303391929,0.9966216216216216,2,Revolvers,-0.4429819389212506,-0.7839701536420771,False,False,False,0,0.16666553016898927,0,14.55
C10166,2737.367678,1.0,0.0,0.0,0.0,429.691164,0.0,0.0,0.0,0.416667,5.0,0.0,3000.0,778.827993,721.798576,0.0,12.0,0.9124558926666668,0.2844132288213489,0.0,0.0,0.9976781506481056,0.0,2,Revolvers,1.0435833310560068,-1.7384686703042096,False,False,False,0,0.19480341933720607,0,7.42
C10167,4014.818167,1.0,0.0,0.0,0.0,988.356213,0.0,0.0,0.0,0.083333,1.0,0.0,8500.0,1009.185035,1177.149934,0.0,12.0,0.4723315490588235,0.251302472630106,0.0,0.0,0.9989892417039888,0.0,2,Revolvers,1.615482218299451,-1.036330450545382,False,False,False,0,0.1712101666962798,0,13.4
C10168,871.568977,1.0,648.22,115.0,533.22,0.0,1.0,0.083333,1.0,0.0,0.0,27.0,1200.0,1110.886425,208.298424,0.0,12.0,0.7263074808333333,1.2731216147740718,0.5401833333333333,0.8213240503989403,0.0,0.1771356396907057,3,Transactors,-1.010266349835244,0.2736236017055075,False,False,False,0,0.1712764991866504,0,13.38
C10169,1610.040203,1.0,557.19,525.64,31.55,0.0,0.25,0.083333,0.166667,0.0,0.0,5.0,4000.0,422.711848,616.005839,0.0,12.0,0.40251005075,0.2623844192173769,0.1392975,0.0565219728049588,0.0,0.9416865225102562,1,Dormant/Low Engagement,-0.6474542324264874,-0.1874464819926038,False,False,False,0,0.1947108913765348,0,7.44
C10170,114.593817,1.0,469.98,0.0,469.98,0.0,1.0,0.0,0.833333,0.0,0.0,6.0,1000.0,367.109312,86.102479,0.5,6.0,0.114593817,3.1758559543024694,0.46998,0.9978767675909804,0.0,0.0,1,Dormant/Low Engagement,-1.854319435465005,0.3398288111963882,False,False,False,0,0.1972715572173353,0,6.79
C10171,5800.587339,1.0,0.0,0.0,0.0,369.950794,0.0,0.0,0.0,0.083333,1.0,0.0,6500.0,1346.365584,1972.526015,0.0,12.0,0.8923980521538462,0.2320684849384803,0.0,0.0,0.9973042246675984,0.0,2,Revolvers,2.1457802370017727,-1.3199195539890258,True,False,False,1,0.1581996233260332,0,16.7
C10172,823.103926,0.363636,131.64,0.0,131.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,8000.0,2916.071564,243.199498,0.0,12.0,0.10288799075,3.5384755150408056,0.0164549999999999,0.9924607961399275,0.0,0.0,1,Dormant/Low Engagement,-0.550588836489763,0.4067829809569305,False,False,False,0,0.16315453995920032,0,15.44
C10173,595.677343,1.0,5078.14,4330.53,747.61,1424.442602,0.916667,0.666667,0.75,0.083333,1.0,42.0,15000.0,4756.654374,241.894073,0.916667,12.0,0.0397118228666666,7.97190379323654,0.3385426666666667,0.1471922412061884,0.2190242961720746,0.8526108750694014,3,Transactors,0.926724600816289,2.7749433786443927,False,True,False,1,0.03341238507410316,0,48.33
C10174,1128.124563,1.0,924.6,0.0,924.6,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,1202.711782,1747.037345,0.0,12.0,1.0,1.0651719229315888,0.9246,0.9989196197061364,0.0,0.0,3,Transactors,-0.9042391683581974,0.8518064977860378,False,False,False,0,0.10656072212906975,0,29.79
C10175,349.441102,1.0,1975.4,1393.5,581.9,0.0,0.666667,0.416667,0.333333,0.0,0.0,17.0,4000.0,1795.012223,167.219681,0.0,12.0,0.0873602755,5.1221509484923375,0.49385,0.2944242056263914,0.0,0.7050698239222829,1,Dormant/Low Engagement,-1.210054567552505,1.1588130191050765,False,False,False,0,0.18765758318378195,0,9.23
C10176,840.804076,0.666667,0.0,0.0,0.0,3671.777443,0.0,0.0,0.0,0.222222,5.0,0.0,4000.0,3621.266477,193.171404,0.0,9.0,0.210201019,4.301792519474567,0.0,0.0,0.999727726491594,0.0,2,Revolvers,1.1066142556970555,-1.0062574724572884,False,False,True,1,0.1552341449841793,0,17.45
C10177,975.942008,1.0,10221.35,7141.38,3079.97,1620.685551,1.0,1.0,0.833333,0.583333,18.0,130.0,10500.0,10693.49585,347.641073,0.75,12.0,0.0929468579047619,10.945886001863888,0.9734619047619048,0.3012976468228929,0.1368471405849282,0.6986045283129613,3,Transactors,1.265042200990595,5.78381074063758,False,True,False,1,-0.025018307539393048,1,63.14
C10178,23.111088,0.363636,300.0,0.0,300.0,0.0,0.25,0.0,0.166667,0.0,0.0,3.0,12500.0,291.948834,43.452683,0.181818,12.0,0.0018488870399999,12.108488592468328,0.024,0.9966777408637874,0.0,0.0,1,Dormant/Low Engagement,-0.7316381044197373,0.4751953181705471,False,False,False,0,0.14971736039723404,0,18.85
C10179,2187.732265,0.857143,0.0,0.0,0.0,3905.326256,0.0,0.0,0.0,0.285714,9.0,0.0,3000.0,1423.788603,461.365626,0.2,7.0,0.7292440883333333,0.6505083448386045,0.0,0.0,0.9997440049974156,0.0,2,Revolvers,1.605435053647364,-1.6679282241047753,False,False,True,1,0.179365002938493,0,11.33
C10180,11972.01104,1.0,5715.0,4685.54,1029.46,1626.351366,1.0,1.0,1.0,0.166667,3.0,90.0,14000.0,4639.513745,3192.306018,0.0,12.0,0.8551436457142857,0.387497658650785,0.4082142857142857,0.1801014695591322,0.2215027972552628,0.8197235829251225,0,Cash Advance Users,4.373729848960736,2.7303179459389315,True,True,False,1,-0.02586440144226887,1,63.36
C10181,1608.451822,1.0,0.0,0.0,0.0,205.737165,0.0,0.0,0.0,0.166667,2.0,0.0,1800.0,470.565984,408.799147,0.0,12.0,0.8935843455555555,0.2923765580104454,0.0,0.0,0.9951629403450512,0.0,2,Revolvers,0.5525008731537275,-1.8749326123049832,False,False,False,0,0.19727335351951414,0,6.79
C10182,1872.926275,1.0,766.61,766.61,0.0,1017.120578,0.833333,0.833333,0.0,0.25,5.0,12.0,2300.0,0.0,312.343947,0.0,12.0,0.8143157717391305,0.0,0.3333086956521739,0.0,0.5699014689039523,0.9986972551165304,2,Revolvers,0.2306748666034343,-0.7550097621853202,False,False,False,0,0.14681581869212518,0,19.58
C10183,2933.240476,1.0,0.0,0.0,0.0,2040.433925,0.0,0.0,0.0,0.583333,13.0,0.0,3000.0,2431.578544,1739.74883,0.0,12.0,0.9777468253333332,0.8286909555943294,0.0,0.0,0.9995101482405314,0.0,2,Revolvers,1.7097743097910558,-1.5906885130287585,False,False,False,0,0.1671389677806055,0,14.43
C10184,336.799916,1.0,3535.8,1614.7,1921.1,0.0,1.0,0.416667,0.916667,0.0,0.0,44.0,20000.0,2814.231227,186.230835,1.0,12.0,0.0168399958,8.331059582027843,0.17679,0.5431746211264419,0.0,0.4565426374123501,1,Dormant/Low Engagement,0.5011725830533168,2.475816802830076,False,True,False,1,0.09116717348055314,0,33.69
C10185,36.236312,0.454545,256.11,0.0,256.11,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,5300.0,831.375322,189.036967,0.166667,12.0,0.00683704,22.32700494076857,0.0483226415094339,0.9961106141340282,0.0,0.0,1,Dormant/Low Engagement,-1.3339978241598238,0.036987279301202,False,False,False,0,0.20192577647768517,0,5.61
C10186,903.29781,1.0,2697.48,150.5,2546.98,0.0,1.0,0.333333,1.0,0.0,0.0,39.0,2500.0,1686.196344,303.361632,0.0,12.0,0.361319124,1.86464716087281,1.0,0.9438572826183628,0.0,0.055772138389019,3,Transactors,-1.2784692178980557,1.9907063776441651,False,False,False,0,0.12514942160983333,0,25.07
C10187,0.0,0.0,23.0,0.0,23.0,0.0,0.083333,0.0,0.083333,0.0,0.0,1.0,5000.0,0.0,312.343947,0.0,12.0,0.0,0.0,0.0046,0.9583333333333334,0.0,0.0,1,Dormant/Low Engagement,-1.45701289488749,-0.2438844072381747,False,False,False,0,0.18898896354731715,0,8.89
C10188,2881.253586,1.0,117.0,0.0,117.0,17661.49486,0.25,0.0,0.166667,0.75,28.0,3.0,4500.0,17301.83238,931.618475,0.166667,12.0,0.6402785746666666,6.002883460372942,0.026,0.9915254237288136,0.9933631410268312,0.0,0,Cash Advance Users,6.646693192808948,0.5073484547831925,False,False,True,1,-0.06166849042839784,1,72.43
C10189,5.465999,0.090909,196.81,173.0,23.81,0.0,0.083333,0.083333,0.083333,0.0,0.0,3.0,12000.0,0.0,312.343947,0.0,12.0,0.0004554999166666,0.0,0.0164008333333333,0.1203680299277084,0.0,0.8745766139224508,1,Dormant/Low Engagement,-0.6883684371241252,0.2565105907275951,False,False,False,0,0.1409702010697833,0,21.06
C10190,117.442684,1.0,653.73,493.0,160.73,0.0,0.666667,0.416667,0.416667,0.0,0.0,15.0,10000.0,441.588141,136.827952,0.0,12.0,0.0117442684,3.728285497143918,0.065373,0.2454905075374581,0.0,0.7529821453118078,1,Dormant/Low Engagement,-0.8007635726577395,0.3840190948417927,False,False,False,0,0.18288160776235945,0,10.44
C10191,168.522709,0.818182,2009.05,0.0,2009.05,0.0,0.833333,0.0,0.75,0.0,0.0,22.0,1200.0,2612.760497,197.638558,0.142857,12.0,0.1404355908333333,15.412451301730911,1.0,0.9995024999378124,0.0,0.0,3,Transactors,-1.7114544398033968,1.955872504661029,False,False,False,0,0.12261421015557122,0,25.72
C10192,1706.014379,1.0,147.78,0.0,147.78,1657.090283,0.166667,0.0,0.166667,0.25,4.0,2.0,6000.0,1186.062765,374.595505,0.0,12.0,0.2843357298333333,0.6948170909344168,0.02463,0.9932786664874312,0.9176131301342202,0.0,2,Revolvers,0.6049547261761961,-0.8992413663338054,False,False,False,0,0.12869333087417395,0,24.18
C10193,874.583247,1.0,516.54,159.07,357.47,0.0,1.0,0.333333,0.916667,0.0,0.0,30.0,900.0,579.749308,693.894717,0.0,12.0,0.9717591633333332,0.662129283522027,0.5739333333333333,0.6907098968195696,0.0,0.3073578853808401,3,Transactors,-0.8818459097252003,0.0422801630613707,False,False,False,0,0.15263877228119638,0,18.11
C10194,861.001207,1.0,969.56,969.56,0.0,446.233197,0.416667,0.416667,0.0,0.083333,1.0,6.0,2400.0,0.0,312.343947,0.0,12.0,0.3587505029166666,0.0,0.4039833333333333,0.0,0.3149600082389441,0.9989696669963732,1,Dormant/Low Engagement,-0.7902214849158866,-0.1001714668604397,False,False,False,0,0.14658959267254124,0,19.64
C10196,966.251742,1.0,311.45,311.45,0.0,955.959749,0.333333,0.333333,0.0,0.083333,1.0,15.0,1500.0,277.522439,286.299328,0.0,12.0,0.644167828,0.2869185207422454,0.2076333333333333,0.0,0.7536679292741703,0.9967994879180668,2,Revolvers,-0.0023425197883846,-1.185151060750345,False,False,False,0,0.17271065543185027,0,13.02
C10197,38.615644,0.727273,280.4,280.4,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.0,6150.0,254.392984,55.79974,0.090909,12.0,0.006278966504065,6.421528424477966,0.0455934959349593,0.0,0.0,0.9964463397299218,1,Dormant/Low Engagement,-1.1729361926249002,-0.0917990942567853,False,False,False,0,0.20142445192883512,0,5.74
C10198,189.687964,1.0,66.14,66.14,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,2.0,6000.0,0.0,312.343947,0.0,12.0,0.0316146606666666,0.0,0.0110233333333333,0.0,0.0,0.9851057491808162,1,Dormant/Low Engagement,-1.1505310277393443,-0.2669244377939002,False,False,False,0,0.19061834901780944,0,8.48
C10199,40.417255,0.363636,79.2,79.2,0.0,1631.576375,0.083333,0.083333,0.0,0.083333,1.0,1.0,4000.0,1647.880773,24.815878,0.083333,12.0,0.01010431375,39.78730055866812,0.0198,0.0,0.9531480857130068,0.9875311720698254,2,Revolvers,-0.0120417508750156,-1.0224493020127308,False,False,False,0,0.11718074042971272,0,27.09
C10200,5462.897068,1.0,1453.32,0.0,1453.32,0.0,0.5,0.0,0.5,0.0,0.0,18.0,16500.0,1382.269127,1755.253802,0.0,12.0,0.3310846707878788,0.2529822779963102,0.0880799999999999,0.9993123934209802,0.0,0.0,0,Cash Advance Users,1.4155697526119009,1.2705197138212465,True,False,False,1,0.06749505288259938,0,39.69
C10201,3983.923705,1.0,756.54,756.54,0.0,0.0,0.5,0.5,0.0,0.0,0.0,15.0,4000.0,1110.870941,1431.201171,0.0,12.0,0.99598092625,0.2787684340370576,0.189135,0.0,0.0,0.9986799376930592,2,Revolvers,0.5424448654311428,-0.2482623850467425,False,False,False,0,0.1469570118739048,0,19.55
C10202,5588.846272,1.0,3507.35,603.75,2903.6,0.0,0.916667,0.166667,0.833333,0.0,0.0,34.0,11500.0,1412.597253,1825.176503,0.0,12.0,0.4859866323478261,0.2527077104205559,0.3049869565217391,0.8276255219690167,0.0,0.1720894437556116,3,Transactors,1.1584157431875424,1.710869579033608,True,True,False,1,0.09331959848837645,0,33.14
C10203,281.170378,0.818182,3163.69,56.8,3106.89,0.0,0.75,0.083333,0.666667,0.0,0.0,36.0,8000.0,2422.911622,187.046284,0.888889,12.0,0.03514629725,8.586697296765855,0.39546125,0.9817359678199128,0.0,0.0179480454641686,1,Dormant/Low Engagement,-0.827865486361075,1.8145137567616785,False,True,False,1,0.14638021049071487,0,19.69
C10204,130.251538,0.909091,1343.19,1082.79,260.4,0.0,1.0,1.0,0.583333,0.0,0.0,33.0,15000.0,1043.55929,182.429461,0.545455,12.0,0.0086834358666666,7.950834755170639,0.089546,0.1937226136186104,0.0,0.8055334439327773,1,Dormant/Low Engagement,-0.2413679976924183,1.0700099657617508,False,False,False,0,0.1353941869103823,0,22.48
C10205,1973.814964,1.0,873.0,873.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,5.0,8000.0,541.722532,762.682834,0.0,12.0,0.2467268705,0.2743155900048162,0.109125,0.0,0.0,0.9988558352402744,1,Dormant/Low Engagement,-0.2804645444819373,0.2556637368610192,False,False,False,0,0.17995577347415453,0,11.18
C10206,5698.539876,1.0,47.55,0.0,47.55,2039.52804,0.166667,0.0,0.166667,0.75,14.0,2.0,6000.0,2976.579866,3463.174962,0.0,12.0,0.949756646,0.5222491518190757,0.007925,0.9794026776519053,0.9767489533101934,0.0,0,Cash Advance Users,2.532128030079541,-1.0621887175381697,True,False,False,1,0.07431235011188941,0,37.96
C10207,43.103899,0.454545,370.0,370.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,23000.0,1212.054219,68.725483,0.0,12.0,0.0018740825652173,27.48179291359252,0.0160869565217391,0.0,0.0,0.9973045822102424,1,Dormant/Low Engagement,0.4943735667008486,1.2941721151805592,False,False,False,0,0.09116863597953007,0,33.69
C10208,566.546048,0.909091,405.75,313.75,92.0,1044.651618,0.5,0.166667,0.416667,0.333333,6.0,12.0,2000.0,1249.835142,313.052687,0.0,12.0,0.283273024,2.202173984656131,0.202875,0.2261831591886908,0.7197536540158384,0.7713583282114321,2,Revolvers,-0.3005805300685312,-0.7439035533816248,False,False,False,0,0.15297776503290733,0,18.02
C10209,24.527253,0.909091,261.64,0.0,261.64,0.0,0.833333,0.0,0.833333,0.0,0.0,10.0,4000.0,376.758504,169.78292,0.818182,12.0,0.00613181325,14.759069610819465,0.06541,0.9961925068534876,0.0,0.0,1,Dormant/Low Engagement,-1.5169554773899332,-0.0966761692594785,False,False,False,0,0.21994214450140215,0,1.04
C10211,8350.145568,1.0,1989.28,842.8,1146.48,893.757903,0.333333,0.166667,0.166667,0.083333,2.0,8.0,14000.0,4720.900413,2557.044576,0.0,12.0,0.5964389691428571,0.5652997393662483,0.1420914285714285,0.5760395522238078,0.309898112667072,0.4234580059087163,0,Cash Advance Users,3.0572796617744644,1.3552271935008486,True,False,False,1,0.03528750086278121,0,47.86
C10212,4559.779234,1.0,10848.5,8208.0,2640.5,0.0,1.0,0.666667,1.0,0.0,0.0,123.0,7500.0,9423.715495,2925.275522,0.0,12.0,0.6079705645333333,2.066251184610617,1.0,0.2433752707498041,0.0,0.7565325591041062,3,Transactors,1.7245674077216309,5.5342734901724535,False,True,False,1,-0.007641441204537802,1,58.74
C10213,2.67713,0.090909,43.39,0.0,43.39,0.0,0.083333,0.0,0.083333,0.0,0.0,1.0,4000.0,130.107234,29.700051,0.090909,12.0,0.0006692825,35.38282138515636,0.0108475,0.9774724036945258,0.0,0.0,1,Dormant/Low Engagement,-1.541314685992331,-0.2769698902072067,False,False,False,0,0.18915379031158308,0,8.85
C10214,1570.682346,1.0,645.32,645.32,0.0,1665.331678,0.166667,0.166667,0.0,0.416667,9.0,2.0,1800.0,2591.391006,808.217224,0.0,12.0,0.8726013033333334,1.648800734191106,0.3585111111111111,0.0,0.7204077040883665,0.9984527788092584,2,Revolvers,0.7273480218462296,-0.6059248582178601,False,False,False,0,0.13425245412633502,0,22.77
C10215,7201.736985,1.0,987.1,862.1,125.0,5468.620604,0.333333,0.333333,0.083333,0.25,16.0,9.0,10500.0,1941.541158,2391.987571,0.0,12.0,0.6858797128571428,0.2695560260000247,0.0940095238095238,0.1265054144317376,0.8469656563135374,0.8724825422528084,0,Cash Advance Users,3.743078263086765,-0.386690650765688,True,False,True,1,0.06906084361651199,0,39.29
C10216,6467.885013,1.0,1464.14,978.71,485.43,3947.86784,0.833333,0.583333,0.666667,0.416667,10.0,23.0,11500.0,1658.563509,1887.413517,0.0,12.0,0.5624247837391304,0.256390939963675,0.1273165217391304,0.3313198738687087,0.7293297842332332,0.6679975974992151,0,Cash Advance Users,3.044715773245223,0.0613553148979384,True,False,True,1,0.07904086923218123,0,36.76
C10217,64.080909,0.454545,927.0,600.0,327.0,0.0,0.25,0.083333,0.166667,0.0,0.0,4.0,5000.0,1260.16384,59.04439,0.222222,12.0,0.0128161818,19.363033789217663,0.1854,0.3523706896551724,0.0,0.646551724137931,1,Dormant/Low Engagement,-1.2348352043144109,0.409090147465357,False,False,False,0,0.20076372098097828,0,5.91
C10218,5635.860679,1.0,393.62,153.72,239.9,5933.467329,0.916667,0.916667,0.166667,0.75,24.0,15.0,10000.0,1919.630466,1731.549385,0.0,12.0,0.5635860679,0.3405495674483389,0.039362,0.6079266129440981,0.9376399250700036,0.3895393036338756,0,Cash Advance Users,3.3107676535664545,-0.6804809140967047,True,False,True,1,0.08256033385138217,0,35.87
C10219,3670.50596,1.0,965.5,876.13,89.37,0.0,0.5,0.5,0.083333,0.0,0.0,9.0,7500.0,1034.932404,941.496383,0.0,12.0,0.4894007946666666,0.2818822617409015,0.1287333333333333,0.0924676668391102,0.0,0.906497672012416,1,Dormant/Low Engagement,0.3462914226571341,0.2522013365904884,False,False,False,0,0.16938578389471098,0,13.86
C10220,2458.376257,0.818182,0.0,0.0,0.0,102.275984,0.0,0.0,0.0,0.083333,1.0,0.0,7500.0,4543.63481,647.20869,0.0,12.0,0.3277835009333333,1.8474744549833229,0.0,0.0,0.9903172067573812,0.0,2,Revolvers,1.223878838855357,-0.5238516502370593,False,False,False,0,0.14541079223234343,0,19.94
C10221,768.004936,1.0,336.41,336.41,0.0,0.0,0.75,0.75,0.0,0.0,0.0,9.0,6000.0,947.696134,217.027653,0.0,12.0,0.1280008226666666,1.2323667763817838,0.0560683333333333,0.0,0.0,0.9970362467028244,1,Dormant/Low Engagement,-0.8186807675020455,-0.0275814231675467,False,False,False,0,0.1961959317753858,0,7.06
C10222,75.647479,0.727273,540.0,0.0,540.0,0.0,0.25,0.0,0.166667,0.0,0.0,3.0,4000.0,548.967281,48.659935,0.0,12.0,0.01891186975,7.162235316310924,0.135,0.99815157116451,0.0,0.0,1,Dormant/Low Engagement,-1.491022844432774,0.1110628734625043,False,False,False,0,0.22106332636407833,0,0.76
C10223,2.433254,0.181818,36.0,0.0,36.0,0.0,0.166667,0.0,0.083333,0.0,0.0,2.0,7500.0,0.0,312.343947,0.0,12.0,0.0003244338666666,0.0,0.0048,0.972972972972973,0.0,0.0,1,Dormant/Low Engagement,-1.2290406590453204,-0.0503248746047805,False,False,False,0,0.18094527252552,0,10.93
C10224,1121.730896,1.0,878.52,103.1,775.42,197.648111,1.0,0.166667,0.916667,0.083333,1.0,39.0,1500.0,542.836917,471.496776,0.0,12.0,0.7478205973333334,0.4834969082386416,0.58568,0.8816399854466073,0.1834886393141655,0.1172230307440422,3,Transactors,-0.7851268630674678,0.188666441694789,False,False,False,0,0.13598720706271328,0,22.33
C10226,7.56809,0.545455,144.26,67.08,77.18,0.0,0.333333,0.083333,0.166667,0.0,0.0,7.0,11500.0,134.710832,75.515008,0.111111,12.0,0.0006580947826086,15.722387603304822,0.0125443478260869,0.5313231447060444,0.0,0.4617926476662536,1,Dormant/Low Engagement,-0.7809372875102643,0.265625494452098,False,False,False,0,0.15737721126922294,0,16.9
C10227,2053.441598,1.0,493.85,441.35,52.5,1738.33378,0.5,0.333333,0.25,0.833333,16.0,10.0,2000.0,2795.059574,2661.324808,0.0,12.0,1.0,1.3604959988743377,0.246925,0.1060927553804183,0.7784105345776782,0.8918864302313833,2,Revolvers,1.098931515694765,-0.8905476525720256,False,False,False,0,0.1188267284361012,0,26.68
C10228,2422.311938,1.0,4490.69,3456.25,1034.44,188.783221,1.0,0.916667,1.0,0.083333,1.0,52.0,8500.0,5763.666926,582.589765,0.0,12.0,0.2849778750588235,2.378425507513016,0.5283164705882353,0.2303008444483034,0.0403342166670202,0.7694765221998847,3,Transactors,0.5524989363030332,2.681554759690173,False,True,False,1,0.09503728700864367,0,32.71
C10229,9047.621884,1.0,11188.62,6099.16,5089.46,0.0,1.0,0.75,1.0,0.0,0.0,151.0,10000.0,11994.41815,8517.258683,0.0,12.0,0.9047621884,1.32555192423377,1.0,0.4548376084263808,0.0,0.5450730230338474,3,Transactors,3.6048884159659336,6.124002436271519,True,True,False,1,-0.06325576719991943,1,72.84
C10230,3061.213971,1.0,1829.2,1792.7,36.5,0.0,1.0,1.0,0.083333,0.0,0.0,17.0,7000.0,971.234118,985.954762,0.0,12.0,0.4373162815714286,0.3171672937286066,0.2613142857142857,0.019943175609223,0.0,0.9795104360179216,1,Dormant/Low Engagement,0.0887796324510258,0.6686398070604499,False,False,False,0,0.166728506288555,0,14.53
C10231,41.642389,0.857143,75.99,75.99,0.0,0.0,0.142857,0.142857,0.0,0.0,0.0,1.0,2700.0,69.163384,99.401747,0.0,7.0,0.015423107037037,1.6219397088657483,0.0281444444444444,0.0,0.0,0.9870113001688532,1,Dormant/Low Engagement,-1.5028215480061196,-0.4680949958793651,False,False,False,0,0.20911290809304117,0,3.79
C10232,5431.622968,1.0,1824.16,1598.56,225.6,0.0,1.0,0.916667,0.75,0.0,0.0,23.0,14500.0,1508.016452,1370.519926,0.0,12.0,0.3745946874482758,0.27758533233076,0.1258041379310344,0.1236056017006728,0.0,0.8758465011286681,0,Cash Advance Users,1.408888045745891,1.178295027051607,True,False,False,1,0.09912373409985675,0,31.67
C10233,6571.484039,1.0,9325.22,9325.22,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,5.0,8500.0,11036.72668,1824.680131,0.0,12.0,0.7731157692941176,1.6792321768314604,1.0,0.0,0.0,0.9998927754224112,3,Transactors,2.604131710766292,5.343545734182281,True,True,False,1,-0.029532897731373575,1,64.29
C10234,28.461629,1.0,100.0,100.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4000.0,125.769169,104.857518,0.0,12.0,0.00711540725,4.268914288480112,0.025,0.0,0.0,0.99009900990099,1,Dormant/Low Engagement,-1.3855581534983734,-0.3559844083643757,False,False,False,0,0.20686155125307093,0,4.36
C10235,4178.625215,1.0,1431.89,430.69,1001.2,0.0,1.0,0.416667,0.833333,0.0,0.0,39.0,4000.0,2384.542045,3868.70983,0.0,12.0,1.0,0.5705157573560098,0.3579725,0.6987277460237701,0.0,0.3005743636985393,2,Revolvers,0.5945984644358241,0.4740663152265789,False,False,False,0,0.1173252705586113,0,27.06
