CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,UTILIZATION_RATIO,PAYMENT_TO_BALANCE,SPEND_VELOCITY,INSTALLMENT_FREQUENCY,CASH_ADVANCE_RATIO,PURCHASE_TYPE_RATIO,CLUSTER_ID,SEGMENT_NAME,PC1,PC2
C10520,126.207012,0.636364,913.0,0.0,913.0,0.0,0.416667,0.0,0.333333,0.0,0.0,5.0,7500.0,1718.487894,140.181283,1.0,12.0,0.0168276016,13.509380237624008,0.1217333333333333,0.99890590809628,0.0,0.0,1,Dormant/Low Engagement,-0.9980011130893582,0.6230632006305448
C10521,2516.753364,1.0,606.62,598.95,7.67,0.0,0.833333,0.833333,0.083333,0.0,0.0,14.0,2750.0,1043.617154,1342.522124,0.0,12.0,0.9151830414545457,0.4145033301998996,0.2205890909090909,0.0126230209670517,0.0,0.9857312135874396,2,Revolvers,-0.035008784572149426,-0.32276420796522187
C10522,1199.942209,1.0,1447.01,306.31,1140.7,49.912813,0.916667,0.166667,0.916667,0.083333,1.0,19.0,2400.0,642.723723,457.255269,0.0,12.0,0.4999759204166666,0.5351828907197648,0.6029208333333334,0.7877708026878267,0.0333213517858346,0.2115385943467241,3,Transactors,-1.0239991573221836,0.7189318370142411
C10523,13479.28821,1.0,41050.4,40624.06,426.34,0.0,0.833333,0.666667,0.416667,0.0,0.0,157.0,17000.0,36066.75068,15914.48462,0.083333,12.0,0.7928993064705883,2.675517772182706,1.0,0.0103855166937059,0.0,0.9895901236011438,3,Transactors,9.652880682937772,18.280514006889288
C10524,80.062693,1.0,727.27,727.27,0.0,0.0,0.583333,0.583333,0.0,0.0,0.0,11.0,20000.0,822.928249,206.656437,0.916667,12.0,0.00400313465,10.151750682647569,0.0363635,0.0,0.0,0.9986268828868414,1,Dormant/Low Engagement,0.19576996762270357,1.1403598204877883
C10525,839.897907,1.0,1869.88,815.11,1054.77,0.0,1.0,0.363636,0.909091,0.0,0.0,30.0,4000.0,999.235386,280.393252,0.0,11.0,0.20997447675,1.1882957225626676,0.46747,0.5637828187804669,0.0,0.4356826733943384,1,Dormant/Low Engagement,-1.1057106176536031,0.9434564451840421
C10526,128.175207,0.818182,182.94,0.0,182.94,0.0,0.833333,0.0,0.833333,0.0,0.0,10.0,5000.0,1391.649702,186.774371,0.3,12.0,0.0256350414,10.773349889038691,0.036588,0.9945634446015004,0.0,0.0,1,Dormant/Low Engagement,-1.2523076355774712,0.04353121010771351
C10527,47.6368,0.727273,379.28,0.0,379.28,0.0,0.583333,0.0,0.583333,0.0,0.0,7.0,2500.0,641.943628,156.644197,1.0,12.0,0.01905472,13.19872253108757,0.1517119999999999,0.9973703586830756,0.0,0.0,1,Dormant/Low Engagement,-1.6408217196759218,-0.004444360568864726
C10528,1529.206464,1.0,874.94,0.0,874.94,0.0,0.833333,0.0,0.75,0.0,0.0,18.0,1500.0,716.241063,1502.744095,0.0,12.0,1.0,0.468068250821348,0.5832933333333333,0.9988583692947004,0.0,0.0,3,Transactors,-0.6573283591313458,0.2509632630028637
C10529,2643.343414,1.0,26402.39,22257.39,4145.0,0.0,1.0,1.0,0.333333,0.0,0.0,114.0,16500.0,24529.27662,534.032339,1.0,12.0,0.1602026311515151,9.276131265755485,1.0,0.1569874171460558,0.0,0.8429747089294216,3,Transactors,4.263802019630861,12.786368133292624
C10530,2924.757622,1.0,0.0,0.0,0.0,281.044645,0.0,0.0,0.0,0.166667,3.0,0.0,3000.0,677.649435,1187.962476,0.0,12.0,0.9749192073333334,0.2316150284987619,0.0,0.0,0.996454462023202,0.0,2,Revolvers,1.0991163568570275,-1.7785919502689869
C10532,5036.870531,1.0,1752.15,1564.16,187.99,1072.351863,1.0,0.916667,0.583333,0.25,4.0,53.0,10300.0,1489.597574,1549.64691,0.0,12.0,0.4890165564077669,0.2956800030556402,0.1701116504854369,0.1072298434246926,0.3795261567661546,0.8921997547272054,0,Cash Advance Users,1.5767183813463963,0.4776684264108277
C10533,32.042424,0.909091,400.41,0.0,489.39,0.0,0.833333,0.0,0.75,0.0,0.0,11.0,4500.0,353.570259,132.13182,0.666667,12.0,0.0071205386666666,10.70049397707626,0.08898,1.2191773996661766,0.0,0.0,1,Dormant/Low Engagement,-1.507733675973256,0.0380268079292687
C10534,2549.128288,1.0,13771.63,4503.31,9268.32,0.0,1.0,0.5,1.0,0.0,0.0,83.0,14500.0,16826.42443,451.636081,0.25,12.0,0.1758019508965517,6.598265863399575,0.9497675862068964,0.6729520795955457,0.0,0.3269753126309209,3,Transactors,2.467632154033206,8.074575720222368
C10535,3718.606699,1.0,1172.68,1172.68,0.0,10372.8492,0.083333,0.083333,0.0,0.5,10.0,7.0,9500.0,4820.842925,760.028047,0.0,12.0,0.3914322841052631,1.2960625450793124,0.12344,0.0,0.8983521385803104,0.9991479790062028,0,Cash Advance Users,4.040024926448015,-0.07370682045790118
C10536,4914.325665,1.0,1653.6,353.6,1300.0,1442.395734,0.75,0.25,0.583333,0.166667,3.0,14.0,5000.0,3410.253378,3451.70216,0.0,12.0,0.982865133,0.693800087811679,0.3307199999999999,0.785688383899432,0.4657403037933922,0.2137072404206455,2,Revolvers,1.7101834406268546,0.2968425443106969
C10537,1191.584153,1.0,4238.79,2220.39,2018.4,0.0,1.0,0.5,1.0,0.0,0.0,33.0,10500.0,3528.728592,287.515344,0.083333,12.0,0.113484205047619,2.9588927398735945,0.4036942857142857,0.4760613143575508,0.0,0.5237028249040636,3,Transactors,-0.049986546792517655,2.381827555231182
C10538,98.420888,1.0,907.37,907.37,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,10000.0,908.907467,184.723457,1.0,12.0,0.0098420888,9.142017188581136,0.090737,0.0,0.0,0.9988991270077172,1,Dormant/Low Engagement,-0.7157353874767375,0.5354121809898897
C10539,1534.891604,1.0,0.0,0.0,0.0,2614.626296,0.0,0.0,0.0,0.25,8.0,0.0,3000.0,304.984801,427.594038,0.0,12.0,0.5116305346666666,0.1985718264268863,0.0,0.0,0.9996176823877596,0.0,2,Revolvers,0.827052700640879,-1.6747146043550265
C10540,675.117139,0.181818,0.0,0.0,0.0,6523.780195,0.0,0.0,0.0,0.083333,1.0,0.0,12500.0,0.0,312.343947,0.0,12.0,0.0540093711199999,0.0,0.0,0.0,0.9998467381321494,0.0,0,Cash Advance Users,1.9188553359374434,-0.8869255790140103
C10542,43.42718,1.0,569.34,0.0,569.34,0.0,1.0,0.0,1.0,0.0,0.0,19.0,16500.0,758.421856,163.044353,1.0,12.0,0.0026319503030303,17.071123037744012,0.0345054545454545,0.9982466598870848,0.0,0.0,1,Dormant/Low Engagement,-0.29723110608866615,0.9339647293271999
C10543,1874.601636,1.0,305.78,0.0,305.78,0.0,0.583333,0.0,0.583333,0.0,0.0,14.0,1500.0,518.757481,19977.00572,0.0,12.0,1.0,0.2765819089955197,0.2038533333333333,0.9967403350935524,0.0,0.0,2,Revolvers,-0.44361178567864573,-0.5520624072401703
C10544,15258.2259,1.0,529.3,529.3,0.0,4100.891579,0.5,0.5,0.0,1.0,23.0,10.0,19000.0,2051.14647,3905.740148,0.0,8.0,0.8030645210526316,0.1344200868013888,0.0278578947368421,0.0,0.8854938322127226,0.998114274938714,0,Cash Advance Users,6.3557256840969885,0.12607392558833846
C10545,4497.213951,1.0,2001.19,210.43,1790.76,0.0,1.0,0.083333,1.0,0.0,0.0,30.0,4500.0,3058.768463,5067.863223,0.0,12.0,0.999380878,0.6799962154579161,0.4447088888888889,0.8944006313087169,0.0,0.1050999155924262,3,Transactors,0.755731293784928,0.9337605605487436
C10546,986.149218,0.454545,0.0,0.0,0.0,2955.030338,0.0,0.0,0.0,0.166667,6.0,0.0,3000.0,832.894753,706.541302,0.0,12.0,0.328716406,0.8437374388924451,0.0,0.0,0.9996617084787172,0.0,2,Revolvers,0.667262360939287,-1.5182222564465002
C10547,257.997181,1.0,1020.47,185.0,835.47,0.0,0.916667,0.083333,0.916667,0.0,0.0,27.0,6500.0,1099.15757,163.155119,0.0,12.0,0.039691874,4.243897812926389,0.1569953846153846,0.8179094833915828,0.0,0.181111535336329,1,Dormant/Low Engagement,-1.0933190344471515,0.515484083742139
C10548,4507.733288,1.0,4754.32,3636.53,1117.79,0.0,1.0,0.833333,0.75,0.0,0.0,43.0,9500.0,1924.73689,957.077692,0.0,12.0,0.4744982408421053,0.4268908287661835,0.5004547368421053,0.2350609422709723,0.0,0.7647287669389232,3,Transactors,0.8192347690049447,2.21387378244754
C10549,1117.635883,1.0,0.0,0.0,0.0,97.200877,0.0,0.0,0.0,0.25,3.0,0.0,1200.0,308.089987,361.250401,0.0,12.0,0.9313632358333332,0.275415791395635,0.0,0.0,0.9898167915547232,0.0,2,Revolvers,0.3637538339513004,-1.9661977967948767
C10550,5083.397311,1.0,331.95,331.95,0.0,10384.82416,0.2,0.2,0.0,0.8,31.0,2.0,8000.0,4453.691497,1088.959964,0.0,10.0,0.635424663875,0.8759526890954255,0.0414937499999999,0.0,0.9689347811374296,0.996996546027932,0,Cash Advance Users,4.472423177066312,-0.7746289646284316
C10551,3649.559565,0.818182,1490.0,1490.0,0.0,8824.695802,0.083333,0.083333,0.0,0.166667,2.0,1.0,12500.0,573.307364,747.486806,0.0,12.0,0.2919647652,0.157046434605978,0.1192,0.0,0.8554629732576133,0.999329309188464,0,Cash Advance Users,3.339010250942068,-0.22892762040322706
C10552,77.45581,1.0,558.28,270.52,287.76,0.0,0.916667,0.25,0.833333,0.0,0.0,14.0,8000.0,601.746596,149.982513,0.333333,12.0,0.00968197625,7.669879337170822,0.069785,0.5145186668573881,0.0,0.483693319982835,1,Dormant/Low Engagement,-1.0235237070535415,0.2684525703152385
C10553,1362.418281,1.0,1477.44,900.0,577.44,451.968387,1.0,0.111111,0.888889,0.111111,1.0,10.0,1500.0,559.095981,1058.84479,0.0,9.0,0.908278854,0.4100693006623989,0.98496,0.3905738481101702,0.2341309694071485,0.6087497632639809,3,Transactors,-0.5668474929919297,0.821126696672879
C10554,189.12074,0.909091,1051.1,0.0,1051.1,0.0,0.833333,0.0,0.833333,0.0,0.0,13.0,3000.0,1301.155857,168.227161,0.375,12.0,0.0630402466666666,6.84383964106178,0.3503666666666666,0.9990495200076038,0.0,0.0,1,Dormant/Low Engagement,-1.5033016472761405,0.614456977885006
C10555,2374.663583,1.0,2242.26,1222.96,1019.3,228.465161,1.0,0.416667,1.0,0.083333,2.0,42.0,2850.0,2073.374513,874.422722,0.0,12.0,0.8332152922807018,0.8727559439968063,0.7867578947368422,0.4543833527990513,0.0924314582401097,0.5451708673983399,3,Transactors,-0.13405337964234731,1.2166146834532976
C10556,1112.070216,1.0,179.24,59.0,120.24,0.0,0.416667,0.083333,0.333333,0.0,0.0,7.0,4000.0,217.546584,368.652894,0.0,12.0,0.278017554,0.1954473139904769,0.04481,0.6671105193075898,0.0,0.3273413226808699,1,Dormant/Low Engagement,-0.9693353931992735,-0.34696170091822176
C10557,2569.379868,1.0,972.65,162.95,809.7,1390.367155,0.583333,0.166667,0.5,0.166667,5.0,15.0,5500.0,807.047622,590.361005,0.0,12.0,0.467159976,0.3139799031448063,0.1768454545454545,0.831613002619011,0.5881375065571383,0.1673599342679607,2,Revolvers,0.5380862649042795,-0.32711983378060294
C10558,2883.906333,1.0,4620.34,4300.42,319.92,0.0,1.0,0.583333,1.0,0.0,0.0,21.0,7500.0,6476.333335,1090.368608,0.083333,12.0,0.3845208444,2.244902463874899,0.6160453333333333,0.0692266745143183,0.0,0.9305569380309608,3,Transactors,0.6584410911093376,2.863144229379186
C10559,71.046063,0.181818,1023.8,1023.8,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,2.0,20000.0,5872.895164,116.063003,0.0,12.0,0.00355230315,81.51583749968404,0.05119,0.0,0.0,0.999024199843872,1,Dormant/Low Engagement,0.7877428412775942,1.9732622565392233
C10560,3366.051663,1.0,6344.3,4438.8,1905.5,0.0,1.0,0.833333,0.666667,0.0,0.0,54.0,12000.0,2890.901993,694.340138,0.083333,12.0,0.28050430525,0.8585855764459055,0.5286916666666667,0.3003010101965234,0.0,0.699541392841946,3,Transactors,0.766458211492791,3.1121435772168002
C10561,7190.047748,1.0,1549.61,1549.61,0.0,3269.100834,0.666667,0.666667,0.0,0.75,11.0,19.0,17500.0,1727.425472,1770.058766,0.0,12.0,0.4108598713142857,0.2402188849991209,0.0885491428571428,0.0,0.6782773794101026,0.9993550925119792,0,Cash Advance Users,3.515674828784506,0.6110794424328649
C10562,68.039722,0.454545,734.11,734.11,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,6.0,5000.0,1537.307484,102.554198,0.5,12.0,0.0136079443999999,22.266999916366988,0.146822,0.0,0.0,0.9986396593707064,1,Dormant/Low Engagement,-1.1403217245699957,0.29313411598765804
C10563,5066.461251,1.0,2274.21,1282.85,991.36,2854.551358,1.0,0.666667,1.0,0.75,23.0,60.0,5000.0,5174.255034,6174.387335,0.0,12.0,1.0,1.0210744153157414,0.454842,0.4357224168318528,0.5564686461580227,0.5638380632996514,0,Cash Advance Users,2.391325645633859,0.7515096815350739
C10564,2454.610005,1.0,1635.69,0.0,1635.69,486.813976,1.0,0.0,1.0,0.083333,1.0,33.0,3000.0,1442.488419,1113.097672,0.0,12.0,0.818203335,0.5874256971029078,0.54523,0.9993890107473008,0.229250324700122,0.0,3,Transactors,-0.007970309239669368,0.5191848173219908
C10565,64.329876,0.272727,627.03,482.03,145.0,0.0,0.25,0.166667,0.166667,0.0,0.0,8.0,6000.0,1513.704151,112.874987,1.0,12.0,0.010721646,23.170167214154823,0.104505,0.2308806904128783,0.0,0.7675270289635845,1,Dormant/Low Engagement,-1.0744813652250549,0.29342909034287606
C10566,1284.63314,1.0,55.5,0.0,55.5,5406.459348,0.083333,0.0,0.083333,0.833333,123.0,1.0,3000.0,3432.757202,421.385587,0.0,12.0,0.4282110466666666,2.670090786552064,0.0185,0.9823008849557522,0.9896576202748636,0.0,2,Revolvers,1.5294749537612433,-1.1153596149813199
C10567,76.93561,0.833333,277.0,277.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,2.0,8500.0,814.605178,109.433095,0.333333,6.0,0.0090512482352941,10.4522846231652,0.0325882352941176,0.0,0.0,0.9964028776978416,1,Dormant/Low Engagement,-0.8745081704847615,0.14195378453396176
C10568,950.563525,0.909091,7479.95,7479.95,0.0,0.0,0.818182,0.818182,0.0,0.0,0.0,14.0,15000.0,7521.226078,319.437528,0.888889,11.0,0.0633709016666666,7.904071436533887,0.4986633333333333,0.0,0.0,0.9998663271375962,3,Transactors,0.9180497669504155,4.295592226820935
C10569,5178.179489,1.0,3937.59,2606.42,1331.17,0.0,1.0,0.75,0.833333,0.0,0.0,54.0,9500.0,1248.498168,1143.849403,0.0,12.0,0.5450715251578947,0.2410609963705005,0.4144831578947368,0.3379813588111481,0.0,0.6617647432202894,3,Transactors,0.9509166435711549,1.7388568752065012
C10570,531.455619,1.0,6300.4,6300.4,0.0,0.0,0.833333,0.833333,0.0,0.0,0.0,21.0,16500.0,4924.941312,182.288774,1.0,12.0,0.0322094314545454,9.249486973673951,0.3818424242424242,0.0,0.0,0.9998413051068016,3,Transactors,0.6141327840204865,3.5365677123956316
C10571,263.6992,1.0,1856.64,0.0,1856.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1800.0,1591.559543,1991.577214,0.0,12.0,0.1464995555555555,6.012710061080653,1.0,0.9994616825649748,0.0,0.0,3,Transactors,-1.7549348519575552,1.8117817175105013
C10572,492.070146,0.8,4924.41,4924.41,0.0,0.0,0.8,0.8,0.0,0.0,0.0,48.0,10500.0,3430.597877,149.408227,1.0,10.0,0.0468638234285714,6.957626424618294,0.4689914285714285,0.0,0.0,0.9997969712166094,3,Transactors,-0.21893112181887522,2.633694123381268
C10573,1034.660626,0.833333,1308.11,1308.11,0.0,234.602843,0.5,0.5,0.0,0.166667,1.0,8.0,1500.0,236.764555,207.007715,0.0,6.0,0.6897737506666667,0.228612104251224,0.8720733333333333,0.0,0.1519731108436467,0.9992361222509948,3,Transactors,-0.8989546993388607,0.6942648173740464
C10574,11547.52001,1.0,49039.57,40761.25,8278.32,558.166886,1.0,1.0,0.916667,0.083333,1.0,101.0,22500.0,46930.59824,2974.069421,0.25,12.0,0.5132231115555556,4.063775981629009,1.0,0.1688055420236754,0.0112536512226695,0.8311740666962069,3,Transactors,11.23395972520622,22.515165934120365
C10575,8997.488544,1.0,4604.72,4020.33,584.39,1854.533843,0.916667,0.666667,0.75,0.166667,8.0,46.0,9000.0,4201.889848,7060.930982,0.0,12.0,0.9997209493333332,0.4669550700046987,0.5116355555555556,0.1268835274397922,0.2870682620326874,0.8728993512414996,0,Cash Advance Users,3.2796797868705094,1.9502293556247188
C10576,9149.4096,1.0,227.8,227.8,0.0,5583.937965,0.333333,0.333333,0.0,0.666667,13.0,4.0,9500.0,6710.905443,6510.915661,0.0,12.0,0.9630957473684212,0.7333994582056741,0.023978947368421,0.0,0.9606381706215446,0.9956293706293706,0,Cash Advance Users,5.0770024721626825,-0.341946077524286
C10577,1296.922119,1.0,2327.49,2327.49,0.0,1873.271885,0.666667,0.666667,0.0,0.25,6.0,18.0,6000.0,2322.412643,360.670758,0.0,12.0,0.2161536865,1.7893312772798196,0.3879149999999999,0.0,0.4458300913451216,0.9995705371292124,1,Dormant/Low Engagement,0.3022105426262029,0.773597367611736
C10578,1758.979585,0.818182,1199.0,1199.0,0.0,8552.910316,0.090909,0.090909,0.0,0.636364,17.0,1.0,6750.0,11634.38713,422.041626,0.111111,11.0,0.2605895681481481,6.610523911275936,0.1776296296296296,0.0,0.8769598036771283,0.9991666666666666,0,Cash Advance Users,3.5428806261740426,0.8941187270099762
C10579,194.493602,1.0,1174.76,0.0,1174.76,0.0,1.0,0.0,1.0,0.0,0.0,41.0,4500.0,1280.294998,203.755356,0.0,12.0,0.0432208004444444,6.549037845238536,0.2610577777777778,0.999149486289719,0.0,0.0,1,Dormant/Low Engagement,-1.3360834294432187,0.6217516176260321
C10580,3294.37955,1.0,0.0,0.0,0.0,2546.891416,0.0,0.0,0.0,0.083333,3.0,0.0,4000.0,1084.059239,1228.291582,0.0,12.0,0.8235948875,0.3289633933062429,0.0,0.0,0.9996075185960752,0.0,2,Revolvers,1.7055407823448858,-1.6283340374518454
C10581,5404.202992,1.0,469.0,286.0,183.0,8005.22508,0.666667,0.166667,0.333333,0.833333,52.0,4.0,7000.0,2676.467444,1468.475204,0.0,6.0,0.7720289988571429,0.4951650193269928,0.067,0.3893617021276596,0.944544245661497,0.6085106382978723,0,Cash Advance Users,3.752793115376964,-0.9524256009580352
C10582,5484.800476,1.0,0.0,0.0,0.0,1239.217984,0.0,0.0,0.0,0.666667,8.0,0.0,6000.0,2060.020446,1306.960035,0.0,12.0,0.9141334126666668,0.375518660405614,0.0,0.0,0.9991936901311698,0.0,2,Revolvers,2.324373672188865,-1.3046291202887044
C10583,181.463092,1.0,133.39,133.39,0.0,219.143859,0.25,0.25,0.0,0.166667,2.0,3.0,2500.0,168.425788,169.473399,0.0,12.0,0.0725852368,0.9230677073037872,0.0533559999999999,0.0,0.6198666787386834,0.9925589701614704,1,Dormant/Low Engagement,-0.847630028684726,-0.9818529598699034
C10584,1311.732049,1.0,10700.63,2912.65,7787.98,0.0,0.916667,0.5,1.0,0.0,0.0,222.0,6000.0,9853.313787,280.014823,0.818182,12.0,0.2186220081666666,7.505959646910395,1.0,0.7277377371484531,0.0,0.2721688191425045,3,Transactors,0.4153632029953937,5.652413665345306
C10585,542.218074,1.0,0.0,0.0,0.0,1074.741949,0.0,0.0,0.0,0.166667,2.0,0.0,1500.0,1328.855136,189.52525,0.0,12.0,0.361478716,2.446264584340763,0.0,0.0,0.999070409031711,0.0,2,Revolvers,0.08543680391969982,-1.5269783305547249
C10586,1029.101022,1.0,49.1,0.0,49.1,0.0,0.25,0.0,0.25,0.0,0.0,3.0,1000.0,59.924534,8269.955787,0.0,12.0,1.0,0.0581734535935641,0.0491,0.9800399201596808,0.0,0.0,2,Revolvers,-0.6862460239807838,-0.9989309224730667
C10587,1202.975648,1.0,11313.77,10133.7,1180.07,0.0,1.0,1.0,0.833333,0.0,0.0,98.0,6000.0,10718.04224,281.611634,0.833333,12.0,0.2004959413333333,8.902208493838241,1.0,0.1042946520344646,0.0,0.8956169679100857,3,Transactors,0.5974185686664834,5.880593207291614
C10588,1095.379426,1.0,0.0,0.0,0.0,282.895246,0.0,0.0,0.0,0.25,3.0,0.0,1200.0,432.048813,256.494357,0.0,12.0,0.9128161883333332,0.3940686980749673,0.0,0.0,0.9964775739851592,0.0,2,Revolvers,0.40381872590411144,-1.9502689609355035
C10589,4546.766836,1.0,3525.37,0.0,3525.37,0.0,1.0,0.0,1.0,0.0,0.0,66.0,15000.0,14083.96809,1442.933291,0.25,12.0,0.3031177890666666,3.09689757586332,0.2350246666666666,0.9997164222699264,0.0,0.0,0,Cash Advance Users,2.5636644947203124,3.7611646841389166
C10590,28.934197,0.909091,258.74,258.74,0.0,0.0,0.666667,0.666667,0.0,0.0,0.0,16.0,12000.0,502.486404,105.034384,1.0,12.0,0.0024111830833333,16.786366575993334,0.0215616666666666,0.0,0.0,0.996149996149996,1,Dormant/Low Engagement,-0.6053852268482466,0.3419291718732912
C10591,3457.086184,1.0,2448.6,0.0,2448.6,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1700.0,227.514473,38512.12477,0.0,12.0,1.0,0.0657920193119166,1.0,0.9995917700849118,0.0,0.0,3,Transactors,-0.3457715181850664,1.3515059661789617
C10592,23.290641,0.727273,293.99,194.99,99.0,0.0,0.5,0.25,0.166667,0.0,0.0,6.0,12500.0,287.796655,93.027601,0.333333,12.0,0.00186325128,11.84804694944032,0.0235192,0.3356045967659921,0.0,0.6610054578121293,1,Dormant/Low Engagement,-0.6347653455459377,0.39863021843901797
C10593,9559.783145,1.0,709.0,709.0,0.0,771.711794,0.3,0.3,0.0,0.3,3.0,3.0,10500.0,2447.227264,2042.09446,0.0,10.0,0.9104555376190476,0.2559651470894229,0.0675238095238095,0.0,0.5208244930795226,0.9985915492957746,0,Cash Advance Users,3.2570363916181804,-0.09681787983007008
C10594,2154.175363,1.0,1628.07,1628.07,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,8.0,5000.0,654.505745,507.655831,0.0,12.0,0.4308350726,0.3036902501005437,0.325614,0.0,0.0,0.999386152835667,1,Dormant/Low Engagement,-0.39662049417419354,0.5081462879900388
C10595,2627.184835,1.0,0.0,0.0,0.0,3216.192328,0.0,0.0,0.0,0.083333,7.0,0.0,3150.0,394.285767,10636.14839,0.0,12.0,0.8340269317460317,0.150022084348569,0.0,0.0,0.9996891699662166,0.0,2,Revolvers,1.5440256886513724,-1.8308911983622644
C10596,2689.586312,1.0,0.0,0.0,0.0,2224.68646,0.0,0.0,0.0,0.083333,1.0,0.0,7000.0,809.880619,663.360789,0.0,12.0,0.3842266159999999,0.3010052550211591,0.0,0.0,0.999550700416266,0.0,2,Revolvers,1.3312449094745715,-1.194306773227396
C10597,11.890862,0.090909,165.0,165.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,15000.0,0.0,312.343947,0.0,12.0,0.0007927241333333,0.0,0.011,0.0,0.0,0.993975903614458,1,Dormant/Low Engagement,-0.3934002317278737,0.45133841651549694
C10598,3452.538704,1.0,11681.64,11681.64,0.0,0.0,1.0,1.0,0.0,0.0,0.0,141.0,10500.0,8145.713972,1198.614519,0.0,12.0,0.3288132099047619,2.3586572122574943,1.0,0.0,0.0,0.9999144029089316,3,Transactors,1.4046725776517222,5.914427914189925
C10599,1068.031748,0.727273,98.97,0.0,98.97,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,2500.0,3594.989864,445.215577,0.0,12.0,0.4272126992,3.3628466794608234,0.039588,0.98999699909973,0.0,0.0,1,Dormant/Low Engagement,-0.6336942124112515,-0.0607177570566265
C10600,7295.920263,1.0,0.0,0.0,0.0,721.214369,0.0,0.0,0.0,0.25,4.0,0.0,7500.0,1984.351035,3082.801095,0.0,12.0,0.9727893684,0.2719436369699576,0.0,0.0,0.9986153695593392,0.0,0,Cash Advance Users,2.8299501605395676,-1.1823656529082123
C10601,7975.19143,1.0,1142.15,1017.65,124.5,2652.115823,0.5,0.333333,0.25,0.25,3.0,10.0,9000.0,2079.521171,2902.18515,0.0,12.0,0.8861323811111111,0.260716055933477,0.1269055555555555,0.1089095919170712,0.6987958015819857,0.8902156322442373,0,Cash Advance Users,3.2233293927060287,-0.2653256779971615
C10602,1866.608592,1.0,1494.5,1494.5,0.0,0.0,0.416667,0.416667,0.0,0.0,0.0,8.0,8500.0,2031.589282,462.41515,0.0,12.0,0.2196010108235294,1.0878024928255416,0.1758235294117647,0.0,0.0,0.9993313273152792,1,Dormant/Low Engagement,-0.10983665238225568,0.7968686012187078
C10603,259.467265,0.909091,646.24,646.24,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,10000.0,540.021578,183.086463,0.0,12.0,0.0259467265,2.073280026186784,0.064624,0.0,0.0,0.9984549780606884,1,Dormant/Low Engagement,-0.705361952103188,0.36190498977767127
C10604,1298.191599,1.0,0.0,0.0,0.0,2052.835555,0.0,0.0,0.0,0.333333,9.0,0.0,3500.0,3009.926784,505.965923,0.083333,12.0,0.3709118854285714,2.3167689710407373,0.0,0.0,0.9995131061016226,0.0,2,Revolvers,0.8804333654456812,-1.1604031562817756
C10605,313.387813,1.0,3608.88,2124.75,1484.13,0.0,1.0,0.75,0.75,0.0,0.0,37.0,15000.0,2419.651857,182.527745,1.0,12.0,0.0208925208666666,7.696392025857567,0.240592,0.4111300098618237,0.0,0.5885929726195884,1,Dormant/Low Engagement,-0.012060956470936197,2.1512458107034154
C10606,7088.358802,1.0,0.0,0.0,0.0,3118.050456,0.0,0.0,0.0,0.083333,2.0,0.0,7500.0,4539.526102,2183.319473,0.0,12.0,0.9451145069333332,0.6403295740539103,0.0,0.0,0.9996793896045906,0.0,0,Cash Advance Users,3.596940885225472,-0.886832697971667
C10607,4458.045588,1.0,0.0,0.0,0.0,2846.034435,0.0,0.0,0.0,0.166667,6.0,0.0,5000.0,985.516901,1708.136351,0.0,12.0,0.8916091176,0.2210152108900125,0.0,0.0,0.9996487573217568,0.0,2,Revolvers,2.1979277449413877,-1.5919880599396918
C10608,2690.771926,1.0,12465.21,9805.73,2659.48,0.0,1.0,0.583333,1.0,0.0,0.0,79.0,13000.0,9290.702248,653.194444,0.0,12.0,0.2069824558461538,3.451519112098801,0.9588623076923076,0.213335087408282,0.0,0.7865846957495503,3,Transactors,1.5009053572239457,6.487523422191799
C10609,15244.74865,1.0,7823.74,7564.81,258.93,2621.049473,1.0,1.0,1.0,0.083333,2.0,62.0,19000.0,11123.40918,4467.520244,0.0,12.0,0.8023551921052632,0.7296072784198762,0.4117757894736842,0.0330911953624018,0.2509192320766965,0.9667810048640596,0,Cash Advance Users,6.723663593428283,4.625887512480512
C10610,0.327199,0.454545,24.64,24.64,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1800.0,45.640106,26.849523,0.0,12.0,0.0001817772222222,34.38829143180488,0.0136888888888888,0.0,0.0,0.9609984399375976,1,Dormant/Low Engagement,-1.6117731193135754,-0.5635761542503699
