CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,UTILIZATION_RATIO,PAYMENT_TO_BALANCE,SPEND_VELOCITY,INSTALLMENT_FREQUENCY,CASH_ADVANCE_RATIO,PURCHASE_TYPE_RATIO
C10248,1874.716289,1.0,301.1,83.0,218.1,0.0,0.583333,0.166667,0.333333,0.0,0.0,10.0,1950.0,586.974046,1089.040271,0.0,12.0,0.9613929687179487,0.3129332775123115,0.15441025641025644,0.7219463753723931,0.0,0.274743462429659
C10249,3215.511032,0.818182,1112.2,1112.2,0.0,7616.064965,0.25,0.25,0.0,0.25,4.0,4.0,7200.0,0.0,312.343947,0.0,12.0,0.4465987544444444,0.0,0.15447222222222223,0.0,0.8724749444010031,0.9991016888250089
C10250,237.235398,0.636364,2410.07,1670.5,739.57,0.0,0.5,0.083333,0.333333,0.0,0.0,15.0,4000.0,3773.727455,169.879335,1.0,12.0,0.059308849500000003,15.840330558265737,0.6025175,0.30673933150012234,0.0,0.692845914884263
C10251,1272.927288,1.0,5350.19,4783.34,566.85,0.0,1.0,1.0,0.916667,0.0,0.0,101.0,8000.0,5825.602115,318.305326,0.166667,12.0,0.159115911,4.572947113917226,0.66877375,0.10592970909274387,0.0,0.8938834165858436
C10252,558.476701,1.0,630.03,630.03,0.0,0.0,0.090909,0.090909,0.0,0.0,0.0,1.0,5500.0,426.092563,213.369694,0.0,11.0,0.10154121836363637,0.761591255254077,0.11455090909090909,0.0,0.0,0.9984152892889403
C10253,2814.207626,1.0,3197.24,2080.02,1117.22,0.0,1.0,0.666667,1.0,0.0,0.0,49.0,3000.0,3574.480603,1328.897516,0.0,12.0,0.9380692086666667,1.2697040779471092,1.0,0.34932337785782186,0.0,0.650363950172595
C10254,8.061012,0.363636,133.0,0.0,133.0,0.0,0.25,0.0,0.166667,0.0,0.0,3.0,3000.0,130.61272,41.436595,0.181818,12.0,0.0026870039999999998,14.41480488051445,0.044333333333333336,0.9925373134328358,0.0,0.0
C10255,435.862142,1.0,1646.16,1023.42,622.74,0.0,1.0,0.583333,0.75,0.0,0.0,33.0,12000.0,1055.835407,236.619362,0.0,12.0,0.036321845166666665,2.4168617636819625,0.13718,0.3780689186235702,0.0,0.6213239758129143
C10256,6.390383,1.0,79.66,0.0,79.66,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1500.0,75.896288,75.967742,0.0,12.0,0.004260255333333333,10.26960145367297,0.05310666666666666,0.9876022811802628,0.0,0.0
C10257,9612.21512,1.0,319.92,0.0,319.92,13439.5704,1.0,0.0,1.0,0.416667,12.0,12.0,12000.0,10993.89211,2501.560923,0.0,12.0,0.8010179266666667,1.1436228122189365,0.02666,0.9968839586189705,0.976678156761041,0.0
C10258,7938.559134,1.0,3677.52,3543.73,133.79,0.0,1.0,1.0,0.5,0.0,0.0,98.0,12500.0,2657.856602,1912.298544,0.0,12.0,0.63508473072,0.3347612326001979,0.2942016,0.036370605569631266,0.0,0.9633575459695747
C10259,2344.478291,1.0,1041.63,1041.63,0.0,4003.968939,0.25,0.25,0.0,0.333333,6.0,14.0,4000.0,3033.665478,716.70488,0.0,12.0,0.5861195727499999,1.293410171239142,0.2604075,0.0,0.7933994730703525,0.9990408869877138
C10260,996.48222,1.0,675.96,0.0,675.96,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,1851.602411,1382.292833,0.083333,12.0,0.99648222,1.8562761058537967,0.67596,0.9985228078468447,0.0,0.0
C10261,19.508047,1.0,193.14,0.0,193.14,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,2000.0,220.46377,71.965063,0.25,12.0,0.0097540235,10.750110432261053,0.09656999999999999,0.9948490779849594,0.0,0.0
C10262,185.640313,1.0,1703.23,1703.23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,11500.0,1449.039414,183.298253,1.0,12.0,0.016142635913043477,7.763807243507999,0.14810695652173914,0.0,0.0,0.9994132247407921
C10263,5335.302925,1.0,0.0,0.0,0.0,468.958688,0.0,0.0,0.0,0.166667,2.0,0.0,6000.0,1350.318606,1249.937085,0.0,12.0,0.8892171541666667,0.253043844207926,0.0,0.0,0.9978721533923425,0.0
C10265,22.189283,0.363636,234.16,0.0,234.16,0.0,0.363636,0.0,0.272727,0.0,0.0,4.0,1500.0,479.910499,149.977816,0.5,11.0,0.014792855333333334,20.69535737694003,0.15610666666666667,0.9957475761183875,0.0,0.0
C10266,5.871769,0.818182,29.68,29.68,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,10000.0,76.943584,75.595199,0.0,12.0,0.0005871769,11.197056245633403,0.002968,0.0,0.0,0.9674054758800521
C10267,1049.496471,1.0,1322.67,1096.71,225.96,774.260436,0.833333,0.75,0.416667,0.25,6.0,28.0,11000.0,802.38543,229.655091,0.0,12.0,0.09540877009090909,0.7638154455066228,0.12024272727272728,0.17070720043515378,0.36905915597289135,0.8285373242575567
C10269,5570.190127,1.0,1607.88,0.0,1607.88,0.0,1.0,0.0,1.0,0.0,0.0,84.0,13500.0,1583.411686,2216.638394,0.0,12.0,0.4126066760740741,0.2842142612089677,0.11910222222222223,0.9993784496046939,0.0,0.0
C10270,1668.591831,1.0,0.0,0.0,0.0,1716.941235,0.0,0.0,0.0,0.166667,5.0,0.0,1800.0,2166.981163,568.063083,0.083333,12.0,0.9269954616666667,1.2979107364834728,0.0,0.0,0.9994179079123158,0.0
C10271,2224.590946,0.818182,3183.0,3183.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,9000.0,3823.346244,629.080506,0.0,12.0,0.24717677177777775,1.7179015986165862,0.3536666666666667,0.0,0.0,0.9996859296482412
C10272,2903.781184,1.0,3014.23,1340.34,1673.89,103.610197,1.0,0.833333,1.0,0.083333,1.0,93.0,4500.0,1350.370286,655.633916,0.0,12.0,0.6452847075555556,0.46487848841697815,0.6698288888888889,0.5551450469781741,0.03322074567964792,0.4445233033632592
C10273,2041.480046,1.0,7323.38,4944.88,2378.5,191.331735,1.0,0.833333,0.75,0.083333,1.0,81.0,3000.0,3792.095079,1737.893866,0.083333,12.0,0.6804933486666667,1.8566130359150643,1.0,0.32473738391508905,0.02545756699381978,0.6751260857574293
C10274,7755.698607,1.0,8533.54,4072.76,4460.78,7540.30735,1.0,0.5,0.833333,0.5,12.0,72.0,10000.0,4758.209146,7256.951816,0.0,6.0,0.7755698607,0.6134322586294605,0.8533540000000001,0.5226737469154752,0.4690748960673645,0.47720908215322677
C10275,614.263149,0.727273,408.93,74.8,334.13,0.0,0.5,0.083333,0.5,0.0,0.0,10.0,9000.0,2161.153147,312.343947,0.0,12.0,0.068251461,3.5125671844845043,0.04543666666666667,0.8150903812846095,0.0,0.18247017783524017
C10276,8097.334733,1.0,3999.92,200.0,3799.92,0.0,1.0,0.083333,1.0,0.0,0.0,14.0,7500.0,5624.074339,9952.672511,0.0,12.0,1.0,0.6944729409717275,0.5333226666666667,0.9497615548423862,0.0,0.04998850264439179
C10277,1082.33027,1.0,2980.46,657.78,2322.68,0.0,1.0,0.5,1.0,0.0,0.0,50.0,6000.0,1116.967993,289.439818,0.0,12.0,0.18038837833333332,1.0310502936468304,0.4967433333333333,0.779041140917537,0.0,0.22062345293916402
C10278,2734.66412,1.0,560.73,560.73,0.0,0.0,0.916667,0.916667,0.0,0.0,0.0,11.0,7500.0,717.798364,670.049653,0.0,12.0,0.3646218826666667,0.26238541447844116,0.074764,0.0,0.0,0.9982197853061079
C10279,80.708806,1.0,569.9,569.9,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,3.0,9500.0,634.000055,92.012927,0.083333,12.0,0.008495663789473683,7.759262263604733,0.05998947368421052,0.0,0.0,0.9982483797512699
C10280,2554.525229,1.0,6186.77,6099.08,87.69,1898.690655,0.916667,0.75,0.25,0.083333,1.0,38.0,10950.0,11198.92613,608.36886,0.083333,12.0,0.23328997525114153,4.382240489318996,0.5650018264840183,0.014171502819270916,0.23479872542581484,0.9856668880711467
C10281,535.947221,1.0,4550.81,3016.98,1533.83,438.469118,1.0,0.916667,1.0,0.083333,1.0,99.0,8500.0,4317.191232,208.73456,0.916667,12.0,0.06305261423529412,8.040252492525704,0.5353894117647059,0.33697144652347083,0.08786464797498726,0.6628088606510376
C10282,3905.365959,1.0,150.8,150.8,0.0,1659.19931,0.166667,0.166667,0.0,0.416667,5.0,2.0,7500.0,990.524408,989.783286,0.0,12.0,0.5207154612,0.2535667211920838,0.02010666666666667,0.0,0.9161788747451263,0.9934123847167325
C10283,156.278339,1.0,1385.1,1005.1,380.0,0.0,1.0,0.5,0.75,0.0,0.0,21.0,14000.0,1280.473571,193.369942,0.833333,12.0,0.0111627385,8.141448969651186,0.09893571428571428,0.2741504941923382,0.0,0.7251280571387346
C10284,5131.319584,1.0,32539.78,26547.43,5992.35,0.0,1.0,1.0,1.0,0.0,0.0,98.0,11500.0,26652.34432,1971.129435,0.083333,12.0,0.44620170295652173,5.193040667827594,1.0,0.18414893558175313,0.0,0.815820333747378
C10285,5265.763713,1.0,410.24,44.71,365.53,15452.97758,0.916667,0.083333,0.916667,0.333333,13.0,21.0,16500.0,12005.3074,1055.547896,0.083333,12.0,0.31913719472727275,2.2794467445667235,0.024863030303030303,0.888848361054372,0.9740775113600024,0.1087199688746231
C10286,2.564117,0.181818,47.95,47.95,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1500.0,294.507498,86.245988,0.0,12.0,0.0017094113333333332,82.63126547192475,0.03196666666666667,0.0,0.0,0.9795709908069459
C10287,1873.084577,1.0,126.57,126.57,0.0,181.139378,0.25,0.25,0.0,0.083333,1.0,4.0,2100.0,483.557464,524.426392,0.0,12.0,0.8919450366666667,0.25802328770778843,0.060271428571428566,0.0,0.5867634445494558,0.992161166418437
C10288,32.124999,0.272727,380.89,380.89,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,5700.0,0.0,312.343947,0.0,12.0,0.005635964736842106,0.0,0.06682280701754385,0.0,0.0,0.9973814449186938
C10289,1473.495809,1.0,414.0,0.0,414.0,0.0,0.75,0.0,0.666667,0.0,0.0,9.0,10500.0,5863.94034,570.250342,0.5,12.0,0.14033293419047618,3.976912178527596,0.03942857142857143,0.9975903614457832,0.0,0.0
C10290,1504.82705,1.0,2010.0,630.0,1380.0,1189.292764,1.0,0.166667,1.0,0.083333,1.0,14.0,8500.0,859.829946,479.831475,0.0,12.0,0.17703847647058824,0.5710017933334375,0.23647058823529413,0.6862257583291894,0.3716199897016672,0.31327697662854304
C10291,7645.108427,1.0,4693.15,4332.65,360.5,0.0,0.5,0.416667,0.333333,0.0,0.0,12.0,13500.0,4786.64868,1741.158024,0.0,12.0,0.5663043279259259,0.6260241697720828,0.3476407407407407,0.07679771630646656,0.0,0.9229892525803394
C10292,1129.33758,1.0,498.96,0.0,498.96,72.259355,1.0,0.0,1.0,0.083333,1.0,12.0,1000.0,829.505486,1623.389428,0.0,12.0,1.0,0.7338564165937048,0.49895999999999996,0.997999839987199,0.12627911721021742,0.0
C10293,668.956687,1.0,224.2,148.12,76.08,0.0,0.583333,0.083333,0.416667,0.0,0.0,9.0,9500.0,568.336995,272.270427,0.0,12.0,0.07041649336842105,0.8483190123005668,0.0236,0.3378330373001776,0.0,0.6577264653641208
C10294,2302.184366,1.0,2856.57,922.84,1933.73,0.0,1.0,0.25,1.0,0.0,0.0,62.0,2500.0,2914.419813,2173.680619,0.0,12.0,0.9208737464,1.265387111871356,1.0,0.6767043327022609,0.0,0.3229457196149176
C10295,272.711518,0.818182,0.0,0.0,0.0,682.156051,0.0,0.0,0.0,0.083333,2.0,0.0,3000.0,2755.877257,144.621645,0.181818,12.0,0.09090383933333333,10.068546903459138,0.0,0.0,0.9985362056026055,0.0
C10296,4246.430225,1.0,0.0,0.0,0.0,9270.408108,0.0,0.0,0.0,0.666667,16.0,0.0,7000.0,6010.525656,1793.262654,0.083333,12.0,0.6066328892857143,1.4150969733705276,0.0,0.0,0.9998921415184887,0.0
C10297,2420.761135,1.0,0.0,0.0,0.0,567.233798,0.0,0.0,0.0,0.083333,2.0,0.0,3000.0,871.713321,609.206784,0.0,12.0,0.8069203783333334,0.35995016535765817,0.0,0.0,0.998240160997956,0.0
C10298,2935.324966,1.0,409.63,351.87,57.76,1876.241162,0.583333,0.583333,0.083333,0.25,4.0,12.0,5000.0,580.13865,1114.588285,0.0,12.0,0.5870649932,0.1975730400134465,0.081926,0.14066190974843532,0.8204402561791542,0.8569028078805738
C10299,83.148283,0.636364,843.34,843.34,0.0,0.0,0.5,0.5,0.0,0.0,0.0,17.0,6500.0,1024.267592,122.850835,0.5,12.0,0.012792043538461539,12.172174588517747,0.1297446153846154,0.0,0.0,0.9988156429874221
C10300,5469.851311,1.0,0.0,0.0,0.0,512.792701,0.0,0.0,0.0,0.166667,3.0,0.0,6000.0,1362.966798,2019.027883,0.0,12.0,0.9116418851666668,0.24913248789261416,0.0,0.0,0.9980536897506451,0.0
C10301,280.142117,1.0,2236.49,758.52,1477.97,0.0,1.0,1.0,0.666667,0.0,0.0,34.0,10000.0,1986.838064,233.614975,1.0,12.0,0.0280142117,7.067023913745375,0.223649,0.6605482035673903,0.0,0.3390048670608584
C10302,5790.930626,1.0,464.51,399.41,65.1,2516.727082,0.416667,0.25,0.166667,0.166667,6.0,10.0,6000.0,1515.594331,2092.915898,0.0,12.0,0.9651551043333334,0.26167342616233885,0.07741833333333333,0.13984661983630856,0.8439057703327156,0.8580051985993857
C10303,3605.714046,1.0,1779.0,1779.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,5000.0,856.05828,761.012234,0.0,12.0,0.7211428092,0.23735130345290478,0.3558,0.0,0.0,0.999438202247191
C10304,3992.261885,1.0,0.0,0.0,0.0,348.834361,0.0,0.0,0.0,0.583333,9.0,0.0,4000.0,1057.678259,1229.820066,0.0,12.0,0.99806547125,0.2648657387017331,0.0,0.0,0.9971415043475389,0.0
C10305,41.833264,1.0,456.36,0.0,456.36,0.0,1.0,0.0,0.916667,0.0,0.0,14.0,6000.0,370.996177,163.287618,0.333333,12.0,0.006972210666666667,8.66140336631829,0.07606,0.9978135385691796,0.0,0.0
C10306,635.090434,0.818182,5758.71,2252.37,3506.34,0.0,0.75,0.25,0.75,0.0,0.0,48.0,2900.0,7943.57021,197.416104,1.0,12.0,0.21899670137931032,12.488114559509317,1.0,0.6087702332235477,0.0,0.3910561469240639
C10307,1521.1681,1.0,245.98,245.98,0.0,2792.67597,0.166667,0.166667,0.0,0.25,3.0,2.0,6000.0,2261.523522,388.258009,0.0,12.0,0.2535280166666667,1.4857252112956512,0.04099666666666667,0.0,0.918747383770539,0.9959510891570168
C10308,5547.092593,1.0,0.0,0.0,0.0,3298.958165,0.0,0.0,0.0,0.083333,2.0,0.0,12000.0,1786.142816,1351.998523,0.0,12.0,0.4622577160833334,0.3219381771410173,0.0,0.0,0.9996969658553232,0.0
C10309,2503.107213,1.0,733.9,733.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,3000.0,1620.193277,857.535876,0.0,12.0,0.8343690709999999,0.647014340515779,0.2446333333333333,0.0,0.0,0.9986392706490679
C10310,191.450711,1.0,1641.07,1641.07,0.0,380.972341,0.666667,0.666667,0.0,0.083333,1.0,15.0,500.0,1583.918811,137.046292,0.636364,12.0,0.38290142200000005,8.230256998115221,1.0,0.0,0.18831654349443,0.9993910125634108
C10311,3621.70204,1.0,674.73,674.73,0.0,1684.957411,0.25,0.25,0.0,0.166667,8.0,12.0,4000.0,1139.058595,1403.477006,0.0,12.0,0.90542551,0.31442237932435646,0.1686825,0.0,0.7137571044555379,0.9985201189824338
C10312,2762.479434,1.0,2702.47,1526.31,1176.16,0.0,1.0,0.25,1.0,0.0,0.0,27.0,11000.0,7596.768364,1013.086448,0.083333,12.0,0.251134494,2.7489867558030108,0.2456790909090909,0.4350556876902648,0.0,0.564574417322922
C10313,4338.606862,1.0,0.0,0.0,0.0,1817.569093,0.0,0.0,0.0,0.083333,4.0,0.0,8000.0,8019.800702,964.118618,0.0,12.0,0.54232585775,1.8480477511052475,0.0,0.0,0.9994501171256845,0.0
C10314,388.873921,0.727273,1579.15,1462.35,116.8,0.0,0.583333,0.5,0.25,0.0,0.0,15.0,2700.0,451.600059,199.955286,0.0,12.0,0.14402737814814814,1.1583233314033332,0.5848703703703704,0.07391703319305129,0.0,0.9254501154953643
C10315,9261.310686,1.0,0.0,0.0,0.0,8603.045938,0.0,0.0,0.0,0.416667,10.0,0.0,11000.0,1933.413908,2576.552758,0.0,12.0,0.8419373350909092,0.20873991097301006,0.0,0.0,0.9998837756089163,0.0
C10316,208.131845,1.0,2161.38,451.5,1709.88,0.0,1.0,0.166667,1.0,0.0,0.0,41.0,4500.0,2059.879468,165.05215,1.0,12.0,0.04625152111111111,9.84966908315661,0.4803066666666667,0.7907398329618291,0.0,0.20879771363035174
C10317,169.088238,1.0,1482.19,446.07,1036.12,0.0,1.0,0.583333,0.666667,0.0,0.0,26.0,6000.0,1289.570234,173.686552,0.666667,12.0,0.028181373,7.581771962385783,0.24703166666666668,0.6985753679569036,0.0,0.30075040959014016
C10318,133.911556,1.0,1446.05,544.45,901.6,0.0,1.0,0.083333,1.0,0.0,0.0,16.0,3500.0,1364.121036,186.240772,0.833333,12.0,0.03826044457142857,10.11122454180278,0.41315714285714283,0.6230607097197748,0.0,0.37624822915586886
C10319,1613.34907,0.909091,0.0,0.0,0.0,1606.322681,0.0,0.0,0.0,0.181818,3.0,0.0,4500.0,312.433361,648.139459,0.0,11.0,0.3585220155555556,0.19353519434306732,0.0,0.0,0.9993778473906821,0.0
C10320,566.908563,1.0,397.06,303.7,93.36,0.0,0.666667,0.166667,0.583333,0.0,0.0,12.0,2100.0,0.0,312.343947,0.0,12.0,0.2699564585714285,0.0,0.18907619047619048,0.23453750690850625,0.0,0.7629503089986434
C10321,53.208422,1.0,498.17,459.02,39.15,0.0,0.916667,0.916667,0.083333,0.0,0.0,14.0,15000.0,611.606459,162.94308,0.909091,12.0,0.0035472281333333334,11.28249885230011,0.033211333333333336,0.07843019412224292,0.0,0.9195664803573932
C10322,1329.967543,1.0,2009.12,1296.68,712.44,1763.794583,1.0,1.0,1.0,0.25,10.0,36.0,2500.0,2715.972095,956.330023,0.0,12.0,0.5319870172,2.04059979470138,0.8036479999999999,0.35442660139693155,0.4673647334110848,0.6450759158657196
C10323,515.904786,1.0,5359.02,2399.78,2959.24,0.0,1.0,1.0,1.0,0.0,0.0,60.0,6000.0,0.0,312.343947,0.0,12.0,0.08598413099999999,0.0,0.89317,0.5520949548695713,0.0,0.44771847866239306
C10324,927.041961,1.0,0.0,0.0,0.0,402.974164,0.0,0.0,0.0,0.333333,5.0,0.0,1000.0,719.974244,339.553093,0.0,12.0,0.927041961,0.7757992356554663,0.0,0.0,0.9975245941718194,0.0
C10325,1872.767651,1.0,0.0,0.0,0.0,3394.509419,0.0,0.0,0.0,0.166667,3.0,0.0,5500.0,1151.721386,627.015802,0.0,12.0,0.34050320927272726,0.6146553898426759,0.0,0.0,0.9997054933806384,0.0
C10326,185.396312,1.0,0.0,0.0,0.0,842.456926,0.0,0.0,0.0,0.363636,7.0,0.0,1000.0,117.542764,137.6915,0.0,11.0,0.185396312,0.6306067042785697,0.0,0.0,0.998814403001298,0.0
C10327,4823.822993,0.857143,0.0,0.0,0.0,6481.300951,0.0,0.0,0.0,0.142857,4.0,0.0,7000.0,863.62306,1148.631716,0.0,7.0,0.6891175704285714,0.17899580176370627,0.0,0.0,0.9998457337899677,0.0
C10328,994.105777,1.0,126.2,126.2,0.0,0.0,0.833333,0.833333,0.0,0.0,0.0,10.0,1950.0,314.302968,417.290247,0.0,12.0,0.5097978343589743,0.3158488024735887,0.06471794871794873,0.0,0.0,0.9921383647798742
C10329,40.089221,1.0,225.0,0.0,225.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1500.0,325.578502,286.122587,0.166667,12.0,0.026726147333333335,7.923696144056856,0.15,0.995575221238938,0.0,0.0
C10330,0.478714,0.090909,734.97,159.0,575.97,0.0,0.833333,0.083333,0.75,0.0,0.0,16.0,6000.0,1159.135064,312.343947,0.0,12.0,7.978566666666666e-05,783.8804961608532,0.122495,0.7825998342323736,0.0,0.21604141473157873
C10331,4732.37354,1.0,14.95,0.0,14.95,2173.356068,0.083333,0.0,0.083333,0.416667,11.0,1.0,5700.0,1289.284068,1172.289863,0.0,12.0,0.8302409719298245,0.2723816443187368,0.0026228070175438596,0.9373040752351097,0.9927145864924356,0.0
C10332,9206.811696,1.0,874.98,350.0,524.98,4653.693195,0.75,0.083333,0.666667,0.333333,9.0,16.0,12500.0,2055.100879,2199.077716,0.0,12.0,0.73654493568,0.22319101941374017,0.0699984,0.5993059202264892,0.841585574931974,0.3995525011986575
C10333,6719.376505,1.0,0.0,0.0,0.0,2443.262416,0.0,0.0,0.0,0.333333,7.0,0.0,7500.0,1493.089193,2488.976669,0.0,12.0,0.8959168673333333,0.22217344398623096,0.0,0.0,0.9995908786252025,0.0
C10334,2233.074041,1.0,445.2,445.2,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,4.0,8000.0,1042.991769,579.587654,0.0,12.0,0.279134255125,0.466856402186717,0.05565,0.0,0.0,0.9977588525324966
C10335,1867.649838,1.0,0.0,0.0,0.0,3264.573342,0.0,0.0,0.0,0.666667,9.0,0.0,4500.0,476.162309,401.970276,0.0,12.0,0.41503329733333333,0.2548162311188448,0.0,0.0,0.9996937750602204,0.0
C10336,57.842746,1.0,689.34,0.0,689.34,0.0,1.0,0.0,1.0,0.0,0.0,24.0,1500.0,453.842413,148.28357,0.333333,12.0,0.038561830666666665,7.712801387617091,0.45956,0.9985514384216473,0.0,0.0
C10337,4194.033835,0.727273,2006.87,420.6,1586.27,0.0,0.666667,0.083333,0.666667,0.0,0.0,26.0,21000.0,19714.09728,1479.309409,0.1,12.0,0.1997158969047619,4.699389338775143,0.09556523809523809,0.7900262467191601,0.0,0.20947571306907323
C10338,2459.862339,1.0,678.0,678.0,0.0,927.25167,1.0,1.0,0.0,0.25,4.0,12.0,2500.0,1926.31853,1933.173023,0.0,12.0,0.9839449356,0.7827819132632922,0.2712,0.0,0.5772767040920803,0.9985272459499264
C10339,850.630114,1.0,0.05,0.05,0.0,1700.634586,0.083333,0.083333,0.0,0.333333,7.0,1.0,1000.0,1084.281127,367.409536,0.0,12.0,0.8506301140000001,1.2731831685792172,5e-05,0.0,0.9993829643820962,0.047619047619047616
C10340,353.198215,1.0,3085.69,3032.97,52.72,0.0,1.0,1.0,0.083333,0.0,0.0,21.0,8500.0,2690.525687,192.66679,1.0,12.0,0.04155273117647059,7.596101767480674,0.36302235294117646,0.0170797844940697,0.0,0.9825962438728864
C10341,2669.160638,1.0,0.0,0.0,0.0,142.141325,0.0,0.0,0.0,0.166667,2.0,0.0,3000.0,642.777061,1122.076137,0.0,12.0,0.8897202126666666,0.2407259892354087,0.0,0.0,0.9930138972794893,0.0
C10342,92.440743,0.909091,1080.0,1080.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,12.0,6000.0,1077.058667,169.005281,1.0,12.0,0.0154067905,11.526649215535455,0.18,0.0,0.0,0.9990749306197965
C10343,706.675991,1.0,2721.16,2417.41,303.75,0.0,1.0,0.5,1.0,0.0,0.0,32.0,6500.0,4952.900653,280.821958,0.083333,12.0,0.10871938323076923,6.998825332481854,0.41863999999999996,0.11158418314867606,0.0,0.888048461515855
C10344,361.319366,1.0,3095.96,1383.56,1712.4,0.0,1.0,0.916667,0.833333,0.0,0.0,32.0,14000.0,4003.782858,197.186568,0.583333,12.0,0.025808526142857145,11.05042466319617,0.22114,0.5529293242405456,0.0,0.44674777846662533
C10345,2324.086254,0.909091,0.0,0.0,0.0,1600.758078,0.0,0.0,0.0,0.909091,13.0,0.0,2300.0,2147.890523,2077.873573,0.0,11.0,1.0,0.9237896096563479,0.0,0.0,0.9993756859954478,0.0
C10346,2922.487907,1.0,71.07,0.0,71.07,3595.158425,0.25,0.0,0.166667,0.166667,9.0,3.0,9500.0,9226.751112,797.250949,0.0,12.0,0.307630306,3.1560763736725113,0.0074810526315789464,0.9861246010822811,0.9803475563429076,0.0
C10347,98.364739,0.181818,65.0,0.0,65.0,0.0,0.166667,0.0,0.166667,0.0,0.0,2.0,1200.0,718.794328,53.655347,0.0,12.0,0.08197061583333333,7.2338974090195105,0.05416666666666667,0.9848484848484849,0.0,0.0
C10348,498.208616,1.0,4786.61,4397.64,388.97,0.0,0.916667,0.833333,0.5,0.0,0.0,61.0,9000.0,3805.669705,163.459999,1.0,12.0,0.05535651288888889,7.62340549226418,0.5318455555555556,0.08124513066018328,0.0,0.9185459968543805
C10349,16.93339,0.454545,174.42,0.0,174.42,0.0,0.333333,0.0,0.25,0.0,0.0,5.0,2500.0,347.08638,149.301101,0.75,12.0,0.0067733559999999995,19.354197951419113,0.069768,0.994299395735948,0.0,0.0
C10350,3355.631092,1.0,242.88,0.0,242.88,0.0,1.0,0.0,1.0,0.0,0.0,12.0,13500.0,6084.115091,890.639118,0.090909,12.0,0.2485652660740741,1.81256591035593,0.01799111111111111,0.9958996227652944,0.0,0.0
C10351,907.982017,1.0,216.94,216.94,0.0,1011.997944,0.166667,0.166667,0.0,0.166667,5.0,3.0,3200.0,222.02316,300.210049,0.0,12.0,0.2837443803125,0.24425473314946777,0.06779375,0.0,0.8228040682351694,0.9954115811691291
C10352,1132.386178,0.454545,2246.3,2246.3,0.0,14048.07181,0.333333,0.333333,0.0,0.416667,20.0,8.0,6000.0,32048.6122,406.790252,0.8,12.0,0.18873102966666666,28.276868751438048,0.37438333333333335,0.0,0.8620896763692807,0.9995550215814533
C10353,1254.6691,1.0,361.73,361.73,0.0,198.686744,0.166667,0.166667,0.0,0.083333,1.0,2.0,1500.0,535.606816,432.68808,0.0,12.0,0.8364460666666668,0.42655092492122326,0.24115333333333336,0.0,0.35390241941198675,0.9972431284977807
C10354,80.336636,0.6,330.0,330.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,1.0,1800.0,345.330572,85.297166,0.0,10.0,0.04463146444444444,4.245695285455376,0.18333333333333332,0.0,0.0,0.9969788519637462
C10355,260.838885,1.0,2854.11,1797.96,1056.15,0.0,1.0,0.833333,0.916667,0.0,0.0,51.0,9500.0,2437.332725,176.283228,1.0,12.0,0.027456724736842106,9.3085208677084,0.3004326315789474,0.3699156950170046,0.0,0.629734055780688
C10356,17.356961,0.454545,390.0,90.0,300.0,0.0,0.5,0.083333,0.5,0.0,0.0,7.0,2000.0,302.454171,74.667401,0.0,12.0,0.008678480499999999,16.47626592440873,0.195,0.7672634271099744,0.0,0.23017902813299232
C10357,1897.672025,1.0,422.18,422.18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,5500.0,2961.632199,440.30634,0.0,12.0,0.3450312772727273,1.5598440172941401,0.07676,0.0,0.0,0.9976369393638641
C10358,1032.241153,1.0,1005.52,464.5,541.02,0.0,1.0,0.5,0.833333,0.0,0.0,33.0,3000.0,1866.265366,237.328382,0.0,12.0,0.3440803843333333,1.806224384870199,0.3351733333333333,0.5375153995946429,0.0,0.46149107817032947
