CUST_ID,SEGMENT_NAME,FRAUD_RISK_SCORE,FRAUD_TIER,CASH_DOMINANT_FLAG,OVERLIMIT_FLAG,ANOMALY_FLAG
C11619,Transactors,27.94,LOW_RISK,0,0,0
C11621,Dormant/Low Engagement,6.41,LOW_RISK,0,0,0
C11622,Transactors,66.47,MEDIUM_RISK,0,0,1
C11623,Dormant/Low Engagement,5.66,LOW_RISK,0,0,0
C11624,Revolvers,14.88,LOW_RISK,1,0,0
C11625,Transactors,48.85,LOW_RISK,0,0,0
C11626,Revolvers,19.5,LOW_RISK,1,0,0
C11627,Dormant/Low Engagement,52.83,MEDIUM_RISK,0,0,0
C11628,Cash Advance Users,30.16,LOW_RISK,0,0,0
C11629,Dormant/Low Engagement,14.1,LOW_RISK,0,0,0
C11630,Cash Advance Users,28.42,LOW_RISK,1,0,0
C11631,Cash Advance Users,38.4,LOW_RISK,1,0,0
C11632,Revolvers,13.95,LOW_RISK,0,0,0
C11633,Revolvers,27.6,LOW_RISK,1,0,0
C11634,Dormant/Low Engagement,18.7,LOW_RISK,0,0,0
C11635,Transactors,57.33,MEDIUM_RISK,0,0,1
C11636,Revolvers,15.39,LOW_RISK,0,1,0
C11637,Dormant/Low Engagement,11.92,LOW_RISK,0,0,0
C11638,Transactors,88.95,HIGH_RISK,0,0,1
C11639,Dormant/Low Engagement,3.78,LOW_RISK,0,0,0
C11640,Dormant/Low Engagement,14.97,LOW_RISK,0,0,0
C11641,Transactors,40.08,LOW_RISK,0,0,0
C11642,Dormant/Low Engagement,4.98,LOW_RISK,0,0,0
C11643,Dormant/Low Engagement,5.77,LOW_RISK,0,0,0
C11644,Dormant/Low Engagement,5.11,LOW_RISK,0,0,0
C11645,Dormant/Low Engagement,18.14,LOW_RISK,0,0,0
C11646,Dormant/Low Engagement,5.08,LOW_RISK,0,0,0
C11647,Transactors,16.02,LOW_RISK,0,0,0
C11648,Dormant/Low Engagement,23.91,LOW_RISK,0,0,0
C11649,Dormant/Low Engagement,21.98,LOW_RISK,0,0,0
C11650,Dormant/Low Engagement,13.9,LOW_RISK,0,0,0
C11651,Dormant/Low Engagement,6.98,LOW_RISK,0,0,0
C11652,Revolvers,10.28,LOW_RISK,1,0,0
C11653,Revolvers,11.92,HIGH_RISK,1,0,0
C11654,Dormant/Low Engagement,8.47,LOW_RISK,0,0,0
C11655,Revolvers,13.21,LOW_RISK,1,0,0
C11656,Transactors,29.42,LOW_RISK,0,0,0
C11657,Transactors,89.89,HIGH_RISK,0,0,1
C11658,Transactors,30.71,LOW_RISK,0,0,0
C11659,Dormant/Low Engagement,0.93,LOW_RISK,0,0,0
C11660,Revolvers,25.36,LOW_RISK,1,0,0
C11661,Revolvers,22.03,LOW_RISK,0,0,0
C11662,Transactors,24.42,LOW_RISK,0,0,0
C11663,Transactors,22.65,LOW_RISK,0,1,0
C11664,Dormant/Low Engagement,8.01,LOW_RISK,0,0,0
C11666,Revolvers,33.82,HIGH_RISK,1,1,0
C11667,Transactors,29.12,LOW_RISK,0,0,0
C11668,Dormant/Low Engagement,9.67,LOW_RISK,0,0,0
C11669,Transactors,36.32,LOW_RISK,0,0,0
C11670,Transactors,33.1,LOW_RISK,0,0,0
C11671,Transactors,35.46,LOW_RISK,0,0,0
C11672,Cash Advance Users,46.18,LOW_RISK,0,0,0
C11673,Dormant/Low Engagement,20.13,LOW_RISK,0,0,0
C11674,Dormant/Low Engagement,4.31,LOW_RISK,0,0,0
C11675,Revolvers,28.15,LOW_RISK,1,0,0
C11676,Revolvers,16.5,LOW_RISK,0,0,0
C11677,Dormant/Low Engagement,17.1,LOW_RISK,0,0,0
C11678,Cash Advance Users,49.69,LOW_RISK,0,0,0
C11679,Revolvers,11.02,LOW_RISK,0,1,0
C11680,Revolvers,16.34,LOW_RISK,1,0,0
C11681,Revolvers,7.22,LOW_RISK,1,0,0
C11682,Dormant/Low Engagement,8.82,LOW_RISK,0,0,0
C11683,Cash Advance Users,35.04,LOW_RISK,1,0,0
C11684,Revolvers,13.89,LOW_RISK,0,1,0
C11685,Cash Advance Users,65.8,HIGH_RISK,1,0,1
C11686,Dormant/Low Engagement,21.74,LOW_RISK,0,0,0
C11687,Revolvers,20.86,LOW_RISK,1,0,0
C11688,Dormant/Low Engagement,4.8,LOW_RISK,0,0,0
C11689,Revolvers,16.73,LOW_RISK,0,0,0
C11690,Revolvers,10.9,LOW_RISK,1,0,0
C11691,Revolvers,19.07,LOW_RISK,0,0,0
C11692,Transactors,23.74,LOW_RISK,0,0,0
C11693,Transactors,24.05,LOW_RISK,0,0,0
C11694,Revolvers,6.57,LOW_RISK,1,0,0
C11695,Transactors,77.83,HIGH_RISK,0,0,1
C11696,Dormant/Low Engagement,20.41,LOW_RISK,0,0,0
C11697,Revolvers,7.23,HIGH_RISK,1,1,0
C11698,Dormant/Low Engagement,7.37,LOW_RISK,0,0,0
C11699,Dormant/Low Engagement,12.29,LOW_RISK,0,0,0
C11700,Cash Advance Users,17.61,LOW_RISK,1,0,0
C11701,Dormant/Low Engagement,22.37,LOW_RISK,0,0,0
C11702,Revolvers,18.43,LOW_RISK,1,0,0
C11703,Transactors,17.38,LOW_RISK,0,0,0
C11704,Dormant/Low Engagement,23.28,LOW_RISK,0,0,0
C11705,Revolvers,14.68,LOW_RISK,1,0,0
C11706,Revolvers,18.81,LOW_RISK,1,0,0
C11707,Transactors,41.92,LOW_RISK,0,0,0
C11708,Dormant/Low Engagement,24.91,LOW_RISK,0,0,0
C11709,Cash Advance Users,38.84,LOW_RISK,0,0,0
C11710,Transactors,26.91,LOW_RISK,0,0,0
C11711,Revolvers,42.57,LOW_RISK,1,0,0
C11712,Dormant/Low Engagement,2.97,LOW_RISK,0,0,0
C11713,Revolvers,9.45,HIGH_RISK,1,1,0
C11714,Cash Advance Users,53.25,MEDIUM_RISK,1,0,0
C11715,Transactors,57.14,MEDIUM_RISK,0,0,1
C11716,Revolvers,13.72,HIGH_RISK,1,1,0
C11717,Transactors,21.08,LOW_RISK,0,0,0
C11718,Dormant/Low Engagement,4.87,LOW_RISK,0,0,0
C11719,Revolvers,5.88,LOW_RISK,1,0,0
C11720,Dormant/Low Engagement,2.85,LOW_RISK,0,0,0
C11721,Cash Advance Users,52.06,MEDIUM_RISK,0,0,0
C11722,Dormant/Low Engagement,16.34,LOW_RISK,0,0,0
C11723,Dormant/Low Engagement,9.08,LOW_RISK,0,0,0
C11724,Revolvers,25.64,LOW_RISK,0,1,0
C11725,Transactors,16.6,LOW_RISK,0,0,0
C11726,Dormant/Low Engagement,12.51,LOW_RISK,0,0,0
C11728,Dormant/Low Engagement,5.52,LOW_RISK,0,0,0
C11729,Dormant/Low Engagement,15.79,LOW_RISK,0,0,0
C11730,Cash Advance Users,31.75,LOW_RISK,1,0,0
C11731,Cash Advance Users,30.05,HIGH_RISK,1,1,0
C11732,Dormant/Low Engagement,23.85,LOW_RISK,0,0,0
C11733,Dormant/Low Engagement,16.65,LOW_RISK,0,0,0
C11734,Revolvers,13.74,LOW_RISK,1,0,0
C11735,Cash Advance Users,34.58,LOW_RISK,1,0,0
C11736,Dormant/Low Engagement,9.23,LOW_RISK,0,0,0
C11737,Revolvers,18.61,LOW_RISK,1,0,0
C11738,Revolvers,15.75,HIGH_RISK,1,1,0
C11739,Revolvers,21.2,LOW_RISK,0,1,0
C11740,Dormant/Low Engagement,7.68,LOW_RISK,0,0,0
C11741,Revolvers,12.29,HIGH_RISK,1,1,0
C11742,Dormant/Low Engagement,6.27,LOW_RISK,0,0,0
C11743,Cash Advance Users,15.28,LOW_RISK,1,0,0
C11744,Cash Advance Users,19.71,LOW_RISK,1,0,0
C11745,Revolvers,30.41,LOW_RISK,1,0,0
C11746,Dormant/Low Engagement,6.38,LOW_RISK,0,0,0
C11747,Dormant/Low Engagement,5.54,LOW_RISK,0,0,0
C11749,Dormant/Low Engagement,19.67,LOW_RISK,0,0,0
C11750,Dormant/Low Engagement,3.83,LOW_RISK,0,0,0
C11751,Revolvers,15.96,LOW_RISK,1,0,0
C11752,Revolvers,17.29,LOW_RISK,0,0,0
C11753,Cash Advance Users,59.58,MEDIUM_RISK,0,1,1
C11754,Revolvers,25.13,LOW_RISK,1,0,0
C11755,Revolvers,25.34,LOW_RISK,0,0,0
C11756,Revolvers,15.78,HIGH_RISK,1,1,0
C11757,Revolvers,9.38,LOW_RISK,1,0,0
C11758,Transactors,32.5,LOW_RISK,0,0,0
C11759,Dormant/Low Engagement,13.93,LOW_RISK,0,0,0
C11760,Cash Advance Users,37.36,LOW_RISK,0,0,0
C11761,Revolvers,6.6,LOW_RISK,1,0,0
C11762,Revolvers,26.09,LOW_RISK,1,0,0
C11763,Dormant/Low Engagement,20.17,LOW_RISK,0,0,0
C11764,Dormant/Low Engagement,10.37,LOW_RISK,0,0,0
C11765,Transactors,69.09,MEDIUM_RISK,0,0,1
C11766,Cash Advance Users,74.46,MEDIUM_RISK,1,0,1
C11767,Dormant/Low Engagement,10.0,LOW_RISK,0,0,0
C11768,Revolvers,11.1,HIGH_RISK,1,1,0
C11769,Revolvers,15.19,LOW_RISK,1,0,0
C11770,Cash Advance Users,39.82,LOW_RISK,0,0,0
C11771,Dormant/Low Engagement,3.71,LOW_RISK,0,0,0
C11773,Transactors,32.54,LOW_RISK,0,0,0
C11774,Transactors,25.74,LOW_RISK,0,0,0
C11775,Revolvers,10.14,HIGH_RISK,1,1,0
C11776,Transactors,28.59,LOW_RISK,0,0,0
C11777,Revolvers,26.25,LOW_RISK,0,1,0
C11778,Transactors,21.4,LOW_RISK,0,1,0
C11779,Revolvers,24.72,LOW_RISK,0,1,0
C11780,Dormant/Low Engagement,3.9,LOW_RISK,0,0,0
C11781,Revolvers,6.38,LOW_RISK,1,0,0
C11782,Revolvers,12.59,LOW_RISK,1,0,0
C11784,Dormant/Low Engagement,11.84,LOW_RISK,0,0,0
C11785,Dormant/Low Engagement,11.56,LOW_RISK,0,0,0
C11786,Dormant/Low Engagement,29.89,LOW_RISK,0,0,0
C11787,Transactors,26.25,LOW_RISK,0,0,0
C11788,Revolvers,5.97,LOW_RISK,1,0,0
C11789,Dormant/Low Engagement,18.88,LOW_RISK,0,0,0
C11790,Revolvers,24.97,LOW_RISK,1,0,0
C11791,Revolvers,20.37,LOW_RISK,1,0,0
C11792,Dormant/Low Engagement,6.5,LOW_RISK,0,0,0
C11794,Revolvers,13.2,LOW_RISK,1,0,0
C11795,Transactors,41.43,LOW_RISK,0,0,0
C11796,Revolvers,14.17,LOW_RISK,0,1,0
C11797,Dormant/Low Engagement,12.34,LOW_RISK,0,0,0
C11798,Transactors,43.85,LOW_RISK,0,0,0
C11799,Revolvers,12.37,LOW_RISK,1,0,0
C11800,Cash Advance Users,48.07,LOW_RISK,1,0,0
C11801,Dormant/Low Engagement,17.66,LOW_RISK,0,0,0
C11802,Dormant/Low Engagement,14.98,LOW_RISK,0,0,0
C11803,Dormant/Low Engagement,5.02,LOW_RISK,0,0,0
C11804,Transactors,18.16,LOW_RISK,0,0,0
C11805,Revolvers,23.75,LOW_RISK,0,1,0
C11806,Dormant/Low Engagement,18.14,LOW_RISK,0,0,0
C11807,Dormant/Low Engagement,9.35,LOW_RISK,0,0,0
C11808,Revolvers,25.59,LOW_RISK,1,0,0
C11809,Revolvers,19.1,LOW_RISK,1,0,0
C11810,Transactors,29.12,LOW_RISK,0,0,0
C11811,Dormant/Low Engagement,16.85,LOW_RISK,0,0,0
C11813,Transactors,25.49,LOW_RISK,0,0,0
C11814,Transactors,61.34,MEDIUM_RISK,0,0,1
C11815,Cash Advance Users,40.86,LOW_RISK,0,0,0
C11816,Cash Advance Users,41.11,LOW_RISK,0,0,0
C11817,Dormant/Low Engagement,13.84,LOW_RISK,0,0,0
C11818,Revolvers,16.63,LOW_RISK,0,1,0
C11819,Transactors,77.36,HIGH_RISK,0,0,1
C11820,Cash Advance Users,47.1,LOW_RISK,1,0,0
C11821,Dormant/Low Engagement,2.78,LOW_RISK,0,0,0
C11822,Revolvers,27.67,LOW_RISK,0,1,0
C11823,Transactors,22.95,LOW_RISK,0,0,0
C11824,Dormant/Low Engagement,8.72,LOW_RISK,0,0,0
C11825,Transactors,71.88,MEDIUM_RISK,0,0,1
C11826,Revolvers,15.57,LOW_RISK,0,1,0
C11827,Cash Advance Users,54.19,MEDIUM_RISK,0,0,0
C11828,Revolvers,14.13,LOW_RISK,0,0,0
C11829,Cash Advance Users,30.86,LOW_RISK,1,0,0
C11830,Dormant/Low Engagement,15.08,LOW_RISK,0,0,0
C11831,Dormant/Low Engagement,17.21,LOW_RISK,0,0,0
C11832,Cash Advance Users,46.28,LOW_RISK,0,1,0
C11833,Dormant/Low Engagement,6.67,LOW_RISK,0,0,0
C11834,Revolvers,16.51,LOW_RISK,1,0,0
C11835,Transactors,38.97,LOW_RISK,0,0,0
C11836,Revolvers,8.41,LOW_RISK,1,0,0
C11837,Revolvers,15.12,LOW_RISK,1,0,0
C11838,Cash Advance Users,46.96,LOW_RISK,1,0,0
C11839,Revolvers,28.35,LOW_RISK,1,0,0
C11840,Dormant/Low Engagement,16.87,LOW_RISK,0,0,0
C11841,Cash Advance Users,62.7,MEDIUM_RISK,1,0,1
C11842,Dormant/Low Engagement,13.58,LOW_RISK,0,0,0
C11843,Revolvers,7.06,HIGH_RISK,1,0,0
C11844,Transactors,42.8,LOW_RISK,0,1,0
C11845,Revolvers,9.63,LOW_RISK,0,0,0
C11846,Revolvers,6.16,LOW_RISK,1,0,0
C11847,Revolvers,20.6,LOW_RISK,0,1,0
C11848,Revolvers,21.48,LOW_RISK,0,1,0
C11849,Revolvers,14.72,LOW_RISK,1,0,0
C11850,Revolvers,16.46,LOW_RISK,0,1,0
C11851,Dormant/Low Engagement,23.06,LOW_RISK,0,0,0
C11852,Revolvers,15.59,LOW_RISK,0,1,0
C11853,Dormant/Low Engagement,7.61,LOW_RISK,0,0,0
C11854,Cash Advance Users,31.88,LOW_RISK,0,0,0
C11855,Cash Advance Users,29.81,LOW_RISK,1,0,0
C11856,Transactors,22.34,LOW_RISK,0,0,0
C11857,Revolvers,28.59,LOW_RISK,0,1,0
C11858,Revolvers,8.26,LOW_RISK,1,0,0
C11859,Revolvers,16.76,LOW_RISK,1,0,0
C11860,Revolvers,9.22,HIGH_RISK,1,1,0
C11861,Cash Advance Users,19.19,HIGH_RISK,1,1,0
C11862,Revolvers,6.3,HIGH_RISK,1,0,0
C11863,Transactors,19.83,LOW_RISK,0,1,0
C11864,Revolvers,21.38,LOW_RISK,1,0,0
C11865,Revolvers,13.93,LOW_RISK,0,1,0
C11866,Dormant/Low Engagement,5.12,LOW_RISK,0,0,0
C11867,Revolvers,12.14,LOW_RISK,0,1,0
C11868,Revolvers,14.54,HIGH_RISK,1,0,0
C11869,Dormant/Low Engagement,11.1,LOW_RISK,0,0,0
C11870,Revolvers,17.85,HIGH_RISK,1,1,0
C11871,Cash Advance Users,26.99,LOW_RISK,1,0,0
C11872,Dormant/Low Engagement,2.91,LOW_RISK,0,0,0
C11873,Revolvers,17.18,HIGH_RISK,1,0,0
C11874,Dormant/Low Engagement,13.01,LOW_RISK,0,0,0
C11875,Transactors,15.72,LOW_RISK,0,0,0
C11876,Revolvers,15.36,HIGH_RISK,1,1,0
C11877,Cash Advance Users,61.66,MEDIUM_RISK,0,0,1
C11878,Revolvers,9.01,HIGH_RISK,1,0,0
C11879,Revolvers,14.27,LOW_RISK,1,0,0
C11880,Revolvers,14.55,LOW_RISK,0,1,0
C11881,Dormant/Low Engagement,7.84,LOW_RISK,0,0,0
C11882,Revolvers,19.96,LOW_RISK,0,1,0
C11883,Transactors,13.24,LOW_RISK,0,0,0
C11884,Transactors,27.04,LOW_RISK,0,0,0
C11885,Revolvers,11.89,LOW_RISK,1,0,0
C11886,Dormant/Low Engagement,16.41,LOW_RISK,0,0,0
C11887,Transactors,22.79,LOW_RISK,0,0,0
C11888,Dormant/Low Engagement,6.36,LOW_RISK,0,0,0
C11889,Revolvers,28.66,HIGH_RISK,0,1,0
C11890,Dormant/Low Engagement,9.33,LOW_RISK,0,0,0
C11892,Revolvers,13.19,HIGH_RISK,1,0,0
C11893,Cash Advance Users,37.68,LOW_RISK,1,0,0
C11894,Dormant/Low Engagement,5.77,LOW_RISK,0,0,0
C11895,Dormant/Low Engagement,6.5,LOW_RISK,0,0,0
C11896,Cash Advance Users,43.12,LOW_RISK,1,0,0
C11897,Transactors,25.97,LOW_RISK,0,0,0
C11898,Dormant/Low Engagement,21.98,LOW_RISK,0,0,0
C11899,Dormant/Low Engagement,5.25,LOW_RISK,0,0,0
C11900,Revolvers,17.73,LOW_RISK,0,0,0
C11901,Transactors,25.82,LOW_RISK,0,1,0
C11902,Revolvers,37.84,HIGH_RISK,1,1,0
C11903,Transactors,45.98,LOW_RISK,0,0,0
C11904,Dormant/Low Engagement,32.8,LOW_RISK,0,0,0
C11905,Transactors,32.98,LOW_RISK,0,1,0
C11906,Cash Advance Users,42.13,LOW_RISK,0,0,0
C11907,Revolvers,11.01,LOW_RISK,1,0,0
C11908,Dormant/Low Engagement,3.23,LOW_RISK,0,0,0
C11909,Dormant/Low Engagement,1.84,LOW_RISK,0,0,0
C11910,Dormant/Low Engagement,2.14,LOW_RISK,0,0,0
C11911,Revolvers,11.18,LOW_RISK,0,0,0
C11912,Cash Advance Users,70.98,MEDIUM_RISK,0,0,1
C11913,Revolvers,15.83,LOW_RISK,0,0,0
C11914,Revolvers,11.26,LOW_RISK,0,0,0
C11915,Revolvers,22.39,HIGH_RISK,1,1,0
C11916,Dormant/Low Engagement,4.8,LOW_RISK,0,0,0
C11917,Cash Advance Users,25.99,LOW_RISK,1,0,0
C11918,Dormant/Low Engagement,27.48,LOW_RISK,0,0,0
C11919,Cash Advance Users,23.63,LOW_RISK,1,0,0
C11920,Dormant/Low Engagement,18.22,LOW_RISK,0,0,0
C11921,Dormant/Low Engagement,4.4,LOW_RISK,0,0,0
C11922,Transactors,15.9,LOW_RISK,0,0,0
C11924,Revolvers,23.35,LOW_RISK,1,0,0
C11925,Dormant/Low Engagement,15.03,LOW_RISK,0,0,0
C11926,Cash Advance Users,37.93,LOW_RISK,1,0,0
C11927,Dormant/Low Engagement,3.54,LOW_RISK,0,0,0
C11928,Revolvers,7.32,LOW_RISK,1,0,0
C11929,Cash Advance Users,49.7,LOW_RISK,0,0,0
C11930,Dormant/Low Engagement,6.59,LOW_RISK,0,0,0
C11931,Revolvers,8.39,HIGH_RISK,1,1,0
C11932,Transactors,33.34,LOW_RISK,0,0,0
C11933,Dormant/Low Engagement,17.84,LOW_RISK,0,0,0
C11934,Revolvers,17.45,LOW_RISK,1,0,0
C11935,Dormant/Low Engagement,5.28,LOW_RISK,0,0,0
C11936,Revolvers,6.68,LOW_RISK,1,0,0
C11937,Transactors,18.79,LOW_RISK,0,0,0
C11938,Dormant/Low Engagement,6.36,LOW_RISK,0,0,0
C11939,Revolvers,7.45,LOW_RISK,1,0,0
C11940,Dormant/Low Engagement,9.99,LOW_RISK,0,0,0
C11941,Dormant/Low Engagement,15.17,LOW_RISK,0,0,0
C11942,Dormant/Low Engagement,12.4,LOW_RISK,0,0,0
C11943,Revolvers,24.54,LOW_RISK,0,1,0
C11944,Dormant/Low Engagement,6.19,LOW_RISK,0,0,0
C11945,Revolvers,31.04,LOW_RISK,1,0,0
C11946,Dormant/Low Engagement,5.46,LOW_RISK,0,0,0
C11947,Dormant/Low Engagement,23.45,LOW_RISK,0,0,0
C11948,Revolvers,26.7,LOW_RISK,1,0,0
C11949,Dormant/Low Engagement,18.07,LOW_RISK,0,0,0
C11950,Dormant/Low Engagement,4.88,LOW_RISK,0,0,0
C11951,Dormant/Low Engagement,15.95,LOW_RISK,0,0,0
C11952,Revolvers,8.57,LOW_RISK,1,0,0
C11953,Dormant/Low Engagement,26.95,LOW_RISK,0,0,0
C11954,Dormant/Low Engagement,7.81,LOW_RISK,0,0,0
C11955,Transactors,19.76,LOW_RISK,0,0,0
C11956,Revolvers,8.84,LOW_RISK,1,0,0
C11957,Revolvers,7.44,LOW_RISK,1,0,0
C11958,Revolvers,24.18,HIGH_RISK,1,0,0
C11959,Dormant/Low Engagement,10.56,LOW_RISK,0,0,0
C11960,Dormant/Low Engagement,5.39,LOW_RISK,0,0,0
C11961,Dormant/Low Engagement,7.81,LOW_RISK,0,0,0
C11962,Dormant/Low Engagement,3.39,LOW_RISK,0,0,0
C11963,Cash Advance Users,17.57,LOW_RISK,1,0,0
C11964,Transactors,18.52,LOW_RISK,0,0,0
C11965,Transactors,46.89,LOW_RISK,0,0,0
C11966,Cash Advance Users,25.57,HIGH_RISK,1,0,0
C11967,Cash Advance Users,27.79,LOW_RISK,1,0,0
C11968,Transactors,11.66,LOW_RISK,0,0,0
C11969,Cash Advance Users,25.46,LOW_RISK,1,0,0
C11970,Dormant/Low Engagement,10.04,LOW_RISK,0,0,0
C11971,Cash Advance Users,49.17,LOW_RISK,1,0,0
C11972,Revolvers,12.22,LOW_RISK,0,0,0
C11973,Dormant/Low Engagement,5.75,LOW_RISK,0,0,0
C11974,Transactors,42.8,LOW_RISK,0,0,0
C11975,Cash Advance Users,42.61,LOW_RISK,1,0,0
C11976,Dormant/Low Engagement,3.06,LOW_RISK,0,0,0
C11977,Revolvers,31.47,LOW_RISK,0,0,0
C11978,Revolvers,7.76,LOW_RISK,1,0,0
C11979,Revolvers,24.72,LOW_RISK,0,1,0
C11980,Dormant/Low Engagement,11.3,LOW_RISK,0,0,0
C11981,Cash Advance Users,18.93,LOW_RISK,1,0,0
C11982,Cash Advance Users,41.22,HIGH_RISK,1,1,0
C11983,Revolvers,27.18,HIGH_RISK,1,1,0
C11984,Revolvers,14.54,LOW_RISK,0,0,0
C11985,Cash Advance Users,50.27,HIGH_RISK,1,1,0
C11986,Cash Advance Users,35.68,HIGH_RISK,1,1,0
C11987,Cash Advance Users,23.28,HIGH_RISK,1,1,0
C11988,Dormant/Low Engagement,1.85,LOW_RISK,0,0,0
C11989,Dormant/Low Engagement,31.4,LOW_RISK,1,0,0
C11990,Revolvers,9.06,HIGH_RISK,1,1,0
C11991,Dormant/Low Engagement,2.69,LOW_RISK,0,0,0
C11992,Revolvers,30.24,HIGH_RISK,1,1,0
C11993,Dormant/Low Engagement,11.94,LOW_RISK,0,0,0
C11994,Revolvers,7.1,HIGH_RISK,1,0,0
C11995,Cash Advance Users,21.12,LOW_RISK,1,0,0
C11996,Revolvers,7.54,LOW_RISK,1,0,0
C11997,Revolvers,10.63,HIGH_RISK,1,1,0
C11998,Cash Advance Users,53.97,MEDIUM_RISK,1,0,0
C11999,Cash Advance Users,31.62,HIGH_RISK,1,1,0
C12000,Revolvers,15.2,LOW_RISK,1,0,0
C12001,Dormant/Low Engagement,4.46,LOW_RISK,0,0,0
C12002,Revolvers,16.3,LOW_RISK,1,0,0
C12004,Revolvers,12.13,LOW_RISK,0,0,0
C12005,Dormant/Low Engagement,37.95,LOW_RISK,1,0,0
C12006,Cash Advance Users,79.32,HIGH_RISK,0,0,1
C12007,Cash Advance Users,40.14,LOW_RISK,0,0,0
C12008,Transactors,14.59,LOW_RISK,0,0,0
C12009,Dormant/Low Engagement,7.9,LOW_RISK,0,0,0
C12010,Dormant/Low Engagement,2.59,LOW_RISK,0,0,0
C12011,Transactors,14.13,LOW_RISK,0,0,0
C12012,Revolvers,17.93,LOW_RISK,1,0,0
C12013,Revolvers,10.87,HIGH_RISK,1,1,0
C12014,Revolvers,17.41,LOW_RISK,1,0,0
C12015,Dormant/Low Engagement,11.01,LOW_RISK,0,0,0
C12016,Transactors,31.06,LOW_RISK,0,0,0
C12017,Cash Advance Users,38.48,LOW_RISK,0,0,0
C12018,Revolvers,17.76,LOW_RISK,1,0,0
C12019,Dormant/Low Engagement,11.54,LOW_RISK,0,0,0
C12020,Cash Advance Users,37.62,LOW_RISK,1,0,0
C12021,Revolvers,22.27,LOW_RISK,0,1,0
C12022,Transactors,23.02,LOW_RISK,0,0,0
C12023,Dormant/Low Engagement,4.81,LOW_RISK,0,0,0
C12024,Transactors,51.02,MEDIUM_RISK,0,0,0
C12025,Revolvers,20.52,LOW_RISK,1,0,0
C12026,Revolvers,30.48,LOW_RISK,1,0,0
C12027,Dormant/Low Engagement,4.8,LOW_RISK,0,0,0
C12028,Revolvers,9.07,HIGH_RISK,1,1,0
C12029,Revolvers,7.95,LOW_RISK,1,0,0
C12030,Dormant/Low Engagement,2.65,LOW_RISK,0,0,0
C12031,Dormant/Low Engagement,18.14,LOW_RISK,0,0,0
C12032,Revolvers,36.76,LOW_RISK,1,0,0
C12033,Dormant/Low Engagement,5.96,LOW_RISK,0,0,0
C12034,Revolvers,15.85,LOW_RISK,1,0,0
C12035,Transactors,35.62,LOW_RISK,0,1,0
C12036,Dormant/Low Engagement,10.27,LOW_RISK,0,0,0
C12037,Revolvers,10.28,LOW_RISK,1,0,0
C12038,Dormant/Low Engagement,9.2,LOW_RISK,0,0,0
C12039,Dormant/Low Engagement,28.44,LOW_RISK,0,0,0
C12040,Dormant/Low Engagement,6.67,LOW_RISK,0,0,0
C12041,Dormant/Low Engagement,15.61,LOW_RISK,0,0,0
C12042,Dormant/Low Engagement,11.74,LOW_RISK,0,0,0
C12043,Revolvers,10.43,HIGH_RISK,1,0,0
C12044,Transactors,13.9,LOW_RISK,0,0,0
C12045,Dormant/Low Engagement,3.61,LOW_RISK,0,0,0
C12046,Cash Advance Users,69.16,MEDIUM_RISK,1,0,1
C12047,Revolvers,17.56,LOW_RISK,1,0,0
C12048,Dormant/Low Engagement,5.68,LOW_RISK,0,0,0
C12049,Transactors,35.31,LOW_RISK,0,0,0
C12050,Revolvers,6.12,LOW_RISK,1,0,0
C12051,Cash Advance Users,52.92,HIGH_RISK,1,1,0
C12052,Revolvers,18.03,LOW_RISK,0,1,0
C12053,Revolvers,15.92,LOW_RISK,0,1,0
C12054,Transactors,70.2,MEDIUM_RISK,0,0,1
C12055,Revolvers,12.56,HIGH_RISK,1,1,0
C12056,Revolvers,18.15,LOW_RISK,0,1,0
C12057,Revolvers,12.86,LOW_RISK,1,0,0
C12058,Dormant/Low Engagement,11.93,LOW_RISK,0,0,0
C12059,Dormant/Low Engagement,20.92,LOW_RISK,0,0,0
C12060,Dormant/Low Engagement,17.86,LOW_RISK,0,0,0
C12061,Revolvers,7.98,HIGH_RISK,1,1,0
C12062,Dormant/Low Engagement,2.65,LOW_RISK,0,0,0
C12063,Cash Advance Users,53.29,MEDIUM_RISK,1,0,0
C12064,Cash Advance Users,31.63,HIGH_RISK,1,1,0
C12065,Revolvers,6.52,LOW_RISK,1,0,0
C12066,Cash Advance Users,29.57,LOW_RISK,1,0,0
C12067,Dormant/Low Engagement,18.47,LOW_RISK,0,0,0
C12068,Transactors,12.89,LOW_RISK,0,0,0
C12069,Dormant/Low Engagement,29.03,LOW_RISK,0,0,0
C12070,Transactors,23.71,LOW_RISK,0,1,0
C12071,Revolvers,12.44,LOW_RISK,1,0,0
C12072,Dormant/Low Engagement,8.55,LOW_RISK,0,0,0
C12073,Revolvers,21.59,LOW_RISK,0,0,0
C12074,Dormant/Low Engagement,12.1,LOW_RISK,0,0,0
C12075,Dormant/Low Engagement,22.85,LOW_RISK,0,0,0
C12076,Dormant/Low Engagement,11.41,LOW_RISK,0,0,0
C12077,Cash Advance Users,27.09,LOW_RISK,1,0,0
C12078,Transactors,55.73,MEDIUM_RISK,0,0,0
C12079,Dormant/Low Engagement,25.7,LOW_RISK,0,0,0
C12080,Dormant/Low Engagement,33.02,LOW_RISK,0,0,0
C12081,Transactors,22.3,LOW_RISK,0,0,0
C12082,Revolvers,10.56,LOW_RISK,1,0,0
C12083,Cash Advance Users,52.0,MEDIUM_RISK,1,0,0
